"";"party";"content";"target";"stance"
"6887";"deu: Christian Democratic Union/C.Social Union ";"Das macht unser Leben vielfältiger und reicher.";"integration";"FAVOR"
"6888";"deu: Christian Democratic Union/C.Social Union ";"Wir werben für ein gutes und tolerantes Miteinander der Menschen.";"integration";"FAVOR"
"6889";"deu: Christian Democratic Union/C.Social Union ";"Entstehende Probleme wollen wir durch dauerhafte Anstrengungen im Bereich der Integration lösen.";"integration";"FAVOR"
"6890";"deu: Christian Democratic Union/C.Social Union ";"Ein lebendiges Miteinander aus Alt-und Neubürgern in unseren Städten kann dazu beitragen, Missverständnisse von vornherein zu vermeiden.";"integration";"FAVOR"
"6891";"deu: Christian Democratic Union/C.Social Union ";"Wir sind eine reiche und vielfältige Kulturnation.";"integration";"FAVOR"
"6892";"deu: Christian Democratic Union/C.Social Union ";"Zugleich leistet die auswärtige Kultur-und Bildungspolitik Deutschlands in anderen Ländern einen wichtigen Beitrag zur Völkerverständigung und europäischen Integration, indem wir selbst mehr über die Lebensumstände, Interessen und Traditionen unserer Nachbarn und anderer Nationen erfahren.";"immigration";"FAVOR"
"6893";"deu: Christian Democratic Union/C.Social Union ";"Kirchliche Aktivitäten fördern vielfach die Solidarität vor Ort.";"immigration";"FAVOR"
"6894";"deu: Christian Democratic Union/C.Social Union ";"Zudem hat auch die Zuwanderung in den letzten Jahrzehnten zu einer größeren Vielfalt christlicher Kirchen und Gemeinden in unserem Land geführt.";"integration";"FAVOR"
"6895";"deu: Christian Democratic Union/C.Social Union ";"Besonders dankbar sind wir für das Wiedererstarken jüdischen Lebens in Deutschland – auch durch die Zuwanderung zahlreicher neuer Gemeindemitglieder aus der früheren Sowjetunion.";"integration";"FAVOR"
"6896";"deu: Christian Democratic Union/C.Social Union ";"Wir unterstützen die jüdischen Gemeinden und die jüdische Wohlfahrtspflege, zum Beispiel bei der Integration dieser Zuwanderer.";"integration";"FAVOR"
"6897";"deu: Christian Democratic Union/C.Social Union ";"Den vielfältigen Beiträgen muslimischer Vereine und Verbände zu unserem Gemeinwesen – etwa zur Integration muslimischer Zuwanderer und ihrer Nachkommen in unsere Gesellschaft, wie auch zum Dialog zwischen den Kulturen und Religionen – gilt unsere Wertschätzung und Unterstützung.";"integration";"FAVOR"
"6898";"deu: Christian Democratic Union/C.Social Union ";"In diesem Sinne wollen wir die deutsche Islamkonferenz fortsetzen.";"integration";"FAVOR"
"6899";"deu: Christian Democratic Union/C.Social Union ";"Im Kampf gegen den internationalen Terrorismus und gegen Rechtsextremismus sind die AntiTerror-Datei und die Rechtsextremismus-Datei unverzichtbare Mittel für den schnellen Informationsaustausch zwischen den Sicherheits-und Verfassungsschutzbehörden.";"immigration";"NONE"
"6900";"deu: Christian Democratic Union/C.Social Union ";"Auch in den anderen Bereichen wie dem Links-und Ausländerextremismus brauchen wir solche gemeinsamen Verbunddateien.";"integration";"FAVOR"
"6901";"deu: Christian Democratic Union/C.Social Union ";"Der Gewinn von Insiderinformationen aus dem extremistischen Milieu durch das Anwerben und Führen sogenannter V-Leute ist unerlässlich, um das Innenleben oftmals abgeschotteter verfassungsfeindlicher Gruppierungen zu durchleuchten.";"integration";"AGAINST"
"6902";"deu: Christian Democratic Union/C.Social Union ";"Für ausländische Straftäter wollen wir das Ausweisungsrecht verschärfen.";"immigration";"AGAINST"
"6903";"deu: Christian Democratic Union/C.Social Union ";"Wer religiösen Hass predigt oder Gewalt zur Durchsetzung seiner religiösen Ziele anwendet, missachtet unsere Grundwerte und muss damit rechnen, ausgewiesen zu werden.";"integration";"AGAINST"
"6904";"deu: Christian Democratic Union/C.Social Union ";"CDU und CSU treten dafür ein, dass die entfallenen Grenzkontrollen im Schengen-Raum weiterhin durch geeignete Maßnahmen ausgeglichen werden, wie etwa durch anlassunabhängige Kontrollen entlang der Grenze.";"immigration";"AGAINST"
"6905";"deu: Christian Democratic Union/C.Social Union ";"Wir wollen grenzüberschreitende Kriminalität besser verhindern bzw. verfolgen";"immigration";"AGAINST"
"6906";"deu: Christian Democratic Union/C.Social Union ";"sowie unkontrollierte Zuwanderung besser beschränken können.";"immigration";"AGAINST"
"6907";"deu: Christian Democratic Union/C.Social Union ";"Deshalb setzen wir uns für den Aufbau eines EU-weiten Ein-und Ausreiseregisters ein.";"immigration";"AGAINST"
"6908";"deu: Christian Democratic Union/C.Social Union ";"Dies macht es schwieriger, unentdeckt nach Deutschland einzureisen.";"immigration";"AGAINST"
"6909";"deu: Christian Democratic Union/C.Social Union ";"Die Solidarität mit benachteiligten und unterdrückten religiösen Minderheiten ist uns ein besonderes Anliegen.";"integration";"FAVOR"
"6910";"aut: The Greens";"Gemeinsam haben ÖVP und SPÖ die Grenzen des Sozialstaates immer enger gezogen, Menschen am Rand der Gesellschaft als angeblichen ”Sozialschmarotzern“ den Kampf angesagt, das Ausländervolksbegehren der FPÖ in Paragraphen gegossen und sich gegenseitig unterstützt bei der Erhaltung der Macht und Postenbesetzungen.";"integration";"NONE"
"6911";"aut: The Greens";"Wie es um die Einhaltung der Menschenrechte in Österreich bestellt ist, hat der Tod des Schubhäftlings Marcus Omofuma im Mai dieses Jahres gezeigt.";"integration";"NONE"
"6912";"aut: The Greens";"Bundeskanzler Klima hat politische Konsequenzen verweigert.";"immigration";"FAVOR"
"6913";"aut: The Greens";"Der Diskriminierung von MigrantInnen,";"integration";"NONE"
"6914";"aut: The Greens";"auf die UNO-Flüchtlingskonvention";"immigration";"FAVOR"
"6915";"aut: The Greens";"Damit gleiches Recht für alle gilt, braucht es eine wachsame Kontrollkraft in Österreich ­ das garantieren die Grünen.";"immigration";"AGAINST"
"6916";"aut: The Greens";"als auch den völkerrechtswidrigen Angriff der NATO gegen Jugoslawien verurteilt.";"immigration";"NONE"
"6917";"aut: The Greens";"Eine Vertreibungspolitik wie in Südosteuropa kann am ehesten durch früh einsetzende, aktive Neutralitätspolitik verhindert werden.";"immigration";"FAVOR"
"6918";"aut: The Greens";"aktive Förderung des friedlichen und von gegenseitigem Respekt getragenen Zusammenlebens von Menschen unterschiedlicher Herkunft, Religion und Anschauungen.";"integration";"FAVOR"
"6919";"aut: The Greens";"Sie haben für alle zu gelten ­ auch für Frauen, auch für Menschen mit körperlichen oder geistigen Besonderheiten, auch für MigrantInnen, und unabhängig von der sexuellen Orientierung, der Religion oder dem Alter.";"integration";"FAVOR"
"6920";"aut: The Greens";"Sie dürfen nicht eingeschränkt werden.";"immigration";"FAVOR"
"6921";"aut: The Greens";"Die Große Koalition hat Menschenrechte teilbar gemacht";"integration";"AGAINST"
"6922";"aut: The Greens";"Und niemand kann ganz genau sagen, wofür das dann verwendet wird.";"integration";"AGAINST"
"6923";"aut: The Greens";"Sie richten sich immer häufiger vor allem gegen MigrantInnen.";"integration";"AGAINST"
"6924";"aut: The Greens";"Einen schlimmen Höhepunkt hat diese Polizeiwillkür im Tod von Marcus Omofuma gefunden.";"immigration";"AGAINST"
"6925";"aut: The Greens";"Österreich ist seit jeher ein Einwanderungsland, die Schließung der Grenzen gegenüber ImmigrantInnen ist weder wünschenswert noch realistisch.";"immigration";"FAVOR"
"6926";"aut: The Greens";"Seit Jahren vollzieht die Bundesregierung im Bereich der Grundrechte die Forderungen der FPÖ.";"immigration";"FAVOR"
"6927";"aut: The Greens";"Eine dreiviertel Million Menschen, die sich in Österreich niedergelassen hat und nicht über die österreichische Staatsbürgerschaft verfügt, ist weiterhin von der politischen Teilnahme ausgeschlossen.";"integration";"NONE"
"6928";"aut: The Greens";"Während die meisten westeuropäischen Staaten eine Politik der erleichterten Einbürgerung als positive Integrationsmaßnahme betreiben, dominiert in Österreich die Politik der Verunsicherung und Ausgrenzung.";"integration";"AGAINST"
"6929";"aut: The Greens";"Das von der Bevölkerung mit breiter Mehrheit abgelehnte Anti-Ausländer-Volksbegehren der FPÖ wurde von der Bundesregierung in Paragraphen gegossen, BürgerInnenrechte werden zunehmend ausgehöhlt, seit Jahren betreibt die Regierung eine immer restriktivere Migrations- und Asylpolitik.";"integration";"NONE"
"6930";"aut: The Greens";"Das Aufenthaltsgesetz hat zur Illegalisierung von Tausenden von ImmigrantInnen geführt.";"immigration";"AGAINST"
"6931";"aut: The Greens";"Wir Grüne stehen für:";"immigration";"FAVOR"
"6932";"aut: The Greens";"den Schutz vor Verfolgung:";"immigration";"FAVOR"
"6933";"aut: The Greens";"Das Recht auf Asyl ist ein grundlegendes Menschenrecht und darf nicht angetastet werden.";"immigration";"FAVOR"
"6934";"aut: The Greens";"Auch Fälle von Mißbrauch dürfen an diesem Grundsatz nichts ändern.";"immigration";"FAVOR"
"6935";"aut: The Greens";"Österreich muß offen bleiben für Menschen, die aus politischen, religiösen oder ethnischen Gründen bedroht sind.";"immigration";"FAVOR"
"6936";"aut: The Greens";"Die Aufnahme politischer Flüchtlinge darf nicht eingeschränkt werden.";"immigration";"FAVOR"
"6937";"aut: The Greens";"Fluchtgründe sind individuell zu prüfen und im Zweifelsfall für die/den Flüchtende/n zu bewerten.";"immigration";"FAVOR"
"6938";"aut: The Greens";"Neben der ”klassischen“ politischen Verfolgung sind auch Situationen, die das Leben oder die Integrität eines Menschen gefährden ­ etwa Vergewaltigung -, als Fluchtgründe nach der Genfer Flüchtlingskonvention anzuerkennen.";"immigration";"FAVOR"
"6939";"aut: The Greens";"eine menschliche Immigrationspolitik:";"immigration";"FAVOR"
"6940";"aut: The Greens";"Eine regulierte Einwanderung ist auch ohne Quotierung von Familienzusammenführung und Asylgewährung möglich.";"immigration";"FAVOR"
"6941";"aut: The Greens";"Wer in Österreich Familie hat, muß ohne restriktive Quotenregelungen einwandern dürfen.";"immigration";"FAVOR"
"6942";"aut: The Greens";"Die Zuwanderung zum Zweck der Arbeitsaufnahme ist durch realistische jährliche Quoten zu regeln.";"immigration";"NONE"
"6943";"aut: The Greens";"Diese sollen sich an der Arbeitsmarktsituation und den sozialen Möglichkeiten Österreichs orientieren.";"immigration";"FAVOR"
"6944";"aut: The Greens";"die Gleichstellung von MigrantInnen:";"integration";"FAVOR"
"6945";"aut: The Greens";"Integration von MigrantInnen ist nur möglich auf der Basis ihrer größtmöglichen Absicherung im rechtlichen, politischen und sozialen Bereich.";"integration";"FAVOR"
"6946";"aut: The Greens";"Das bedeutet eine weitgehende Gleichstellung mit österreichischen StaatsbürgerInnen.";"integration";"FAVOR"
"6947";"aut: The Greens";"Eingewanderte Menschen brauchen ein Recht auf Integration";"integration";"FAVOR"
"6948";"aut: The Greens";"und Aufenthaltssicherheit.";"integration";"FAVOR"
"6949";"aut: The Greens";"Sicherzustellen sind überdies die erleichterte Einbürgerung";"integration";"FAVOR"
"6950";"aut: The Greens";"und Doppelstaatsbürgerschaft als zentrale Voraussetzungen einer positiven Integration.";"integration";"FAVOR"
"6951";"aut: The Greens";"Darüber hinaus müssen all jene, die in Österreich niedergelassen sind, auch hier arbeiten dürfen.";"integration";"FAVOR"
"6952";"aut: The Greens";"eine Politik, bei der In- und AusländerInnen gewinnen:";"integration";"FAVOR"
"6953";"aut: The Greens";"Soziale Ausgrenzung";"integration";"AGAINST"
"6954";"aut: The Greens";"und wirtschaftliche Ausbeutung";"integration";"NONE"
"6955";"aut: The Greens";"und machen die Menschen ”fremd“.";"integration";"AGAINST"
"6956";"aut: The Greens";"Eine soziale und rechtliche Gleichstellung von ImmigrantInnen ist somit auch ein Gewinn für ”InländerInnen“.";"integration";"FAVOR"
"6957";"aut: The Greens";"Lesben, Schwule und Transgenderpersonen werden noch immer rechtlich und gesellschaftlich diskriminiert.";"integration";"FAVOR"
"6958";"aut: The Greens";"Immer mehr Frauen werden in die Abhängigkeit von Männern oder Staat gedrängt.";"integration";"AGAINST"
"6959";"aut: The Greens";"MigrantInnen und AsylwerberInnen werden als Sündenböcke mißbraucht,";"integration";"FAVOR"
"6960";"aut: The Greens";"soziale Integration";"integration";"FAVOR"
"6961";"aut: The Greens";"Die von den Grünen geforderte umfassende Untersuchung des Falles wurde von SPÖ und ÖVP verhindert.";"immigration";"AGAINST"
"6962";"aut: The Greens";"Obwohl ein deutsches Gericht im Jahr 1997 eine Verbindung der Täter zur iranischen Regierung bestätigte, wird von den Regierungsparteien bis heute die Untersuchung der Wiener Kurdenmorde verweigert.";"integration";"AGAINST"
"6963";"aut: The Greens";"Nach diplomatischem Druck des Iran auf Österreich konnten die Mörder der drei Kurden das Land unbehelligt verlassen.";"immigration";"AGAINST"
"6964";"aut: Austrian Social Democratic Party";"Österreich hat sein Engagement für Flüchtlinge zuletzt auch durch die intensive Hilfe im Zusammenhang mit dem Kosovo-Konflikt bewiesen.";"immigration";"FAVOR"
"6965";"aut: Austrian Social Democratic Party";"Wir werden diese humane Politik fortsetzen";"immigration";"FAVOR"
"6966";"aut: Austrian Social Democratic Party";"und darauf drängen, daß sich auch die anderen europäischen Länder ihrer solidarischen Pflicht nicht entschlagen.";"immigration";"FAVOR"
"6967";"aut: Austrian Social Democratic Party";"Flüchtlinge, deren Existenz in ihrer Heimat bedroht ist, haben ein Recht auf menschenwürdiges Asyl.";"immigration";"FAVOR"
"6968";"aut: Austrian Social Democratic Party";"Auch die Grundrechte jener Menschen, die abgeschoben werden, müssen gewahrt sein.";"immigration";"FAVOR"
"6969";"aut: Austrian Social Democratic Party";"Demgegenüber müssen der freiwilligen Zuwanderung enge Grenzen gesetzt werden.";"immigration";"AGAINST"
"6970";"aut: Austrian Social Democratic Party";"Insbesondere die angespannte Arbeitsmarktlage verbietet die leichtfertige Öffnung der Grenzen.";"immigration";"AGAINST"
"6971";"aut: Austrian Social Democratic Party";"Aus diesem Grund erfordert auch die Erweiterung der Europäischen Union, der wir als Erweiterung der Friedens- und Stabilitätszone in Europa grundsätzlich positiv gegenüberstehen, eine sehr sorgfältige Vorbereitung";"immigration";"AGAINST"
"6972";"aut: Austrian Freedom Party";"Die Anerkennung der Verschiedenartigkeit rechtfertigt jedoch keine unterschiedliche Bewertung der Würde des einzelnen Menschen.";"integration";"FAVOR"
"6973";"aut: Austrian Freedom Party";"die historisch ansässigen Volksgruppen (Deutsche, Kroaten, Roma, Slowaken, Slowenen, Tschechen und Ungarn) und die von ihnen geprägte Kultur zu verstehen,";"integration";"NONE"
"6974";"aut: Austrian Freedom Party";"(1) Der Heimatbegriff wird in räumlicher, ethnischer und kultureller Hinsicht definiert";"immigration";"FAVOR"
"6975";"aut: Austrian Freedom Party";"Jeder Österreicher hat das Grund· recht, über seine Identität und Volkstumszugehörigkeit selbstbestimmt und frei zu befinden.";"integration";"FAVOR"
"6976";"aut: Austrian Freedom Party";"Vielmehr ist es jedem Bürger selbst überlassen, ob er sich überhaupt einer ethnischen Gruppe zugehörig fühlt.";"integration";"FAVOR"
"6977";"aut: Austrian Freedom Party";"In weiterer Folge hat jeder Bürger das Recht selbst zu bestimmen, welcher Volksgruppe er seiner Identität nach zugeordnet werden möchte.";"immigration";"FAVOR"
"6978";"aut: Austrian Freedom Party";"(3) Umgekehrt hat der Staat jedoch nicht das Recht zu regeln und zu bestimmen, welche Sicht seiner selbst der Bürger zu haben hat";"integration";"NONE"
"6979";"aut: Austrian Freedom Party";"Keinem Österreicher darf jedoch eine staatliche Benachteiligung oder eine private Diskriminierung aus seiner freien und selbstbestimmten Volkstumszugehörigkeit erwachsen.";"integration";"FAVOR"
"6980";"aut: Austrian Freedom Party";"(4) Das freie Bekenntnis zum jeweiligen Volkstum ist eine Grundvoraussetzung für die Bewahrung und Weiterentwicklung der kulturellen Werte und des historisch-kulturellen Selbstverständnisses jeder ethnischen Gemeinschaft";"integration";"FAVOR"
"6981";"aut: Austrian Freedom Party";"Österreich ist auf Grund seiner Topographie, seiner Bevölkerungsdichte und seiner beschränkten Ressourcen kein Einwanderungsland.";"immigration";"AGAINST"
"6982";"aut: Austrian Freedom Party";"(1) Das Grundrecht auf Heimat gestattet daher keine unbeschränkte und unkontrollierte Zuwanderung nach Österreich.";"immigration";"AGAINST"
"6983";"aut: Austrian Freedom Party";"Das Schutzerfordernis des Grundrechtes auf Heimat stellt ferner klar, daß Österreich auf Grund seiner räumlich begrenzten Ausdehnung, seiner Bevölkerungsdichte und seiner beschränkten Ressourcen kein Einwanderungsland sein kann.";"immigration";"AGAINST"
"6984";"aut: Austrian Freedom Party";"(2) Eine unbeschränkte Zuwanderung würde die ansässige Bevölkerung hinsichtlich ihrer aktiven Integrationsfähigkeit überfordern und dadurch deren Recht auf Wahrung und Schutz der eigenen Heimat gefährden.";"integration";"AGAINST"
"6985";"aut: Austrian Freedom Party";"Multikulturelle Experimente werden abgelehnt, weil durch sie mutwillig gesellschaftliche Konflikte geschürt werden.";"integration";"AGAINST"
"6986";"aut: Austrian Freedom Party";"(3) Das Schutzinteresse der Österreichischen Bevölkerung erfordert den Erhalt der vollen Souveränität in Ausländerrechtsangelegenheiten.";"immigration";"AGAINST"
"6987";"aut: Austrian Freedom Party";"(4) Österreich hat aber den aus rassischen, religiösen oder politischen Gründen Verfolgten politisches Asyl zu gewähren, sofern sie nicht über ein sicheres Drittland ins Bundesgebiet einreisen.";"immigration";"FAVOR"
"6988";"aut: Austrian Freedom Party";"Insbesondere die zahlreichen Heimatvertriebenen, welche im Verlauf der tragischen Ereignisse der letzten Jahrzehnte in ihrem Grundrecht auf Heimat durch gewaltsame Vertreibungsmaßnahmen massiv verletzt wurden, gehen dieses Grundrechtes nicht verlustig und behalten ein Rückkehrrecht in ihre Heimat";"immigration";"FAVOR"
"6989";"aut: Austrian Freedom Party";"Die kulturelle Prägung durch christliche Werte und Tradition umfaßt auch Angehörige nichtchristlicher Religionen und Menschen ohne religiöses Bekenntnis.";"integration";"NONE"
"6990";"aut: Austrian Freedom Party";"Der zunehmende Fundamentalismus eines radikalen Islams und dessen Vordringen nach Europa,";"immigration";"AGAINST"
"6991";"aut: Austrian Freedom Party";"(2) Diese Vielfalt garantiert erst die geistige und kulturelle Weiterentwicklung Europas und ist daher vor den aktuellen Tendenzen der Einebnung und Gleichmacherei zu bewahren.";"integration";"FAVOR"
"6992";"aut: Austrian Freedom Party";"Es hat von der Tatsache auszugehen, daß die Siedlungsgrenzen der Völker zumeist nicht mit den Staatsgrenzen zusammenfallen,";"integration";"NONE"
"6993";"aut: Austrian Freedom Party";"Jede dieser Volksgruppe hat das Grundrecht auf Weiterbestand,";"immigration";"FAVOR"
"6994";"aut: Austrian Freedom Party";"(1) Ein europäisches Volksgruppenrecht soll den Schutz ethnischer Minderheiten und die Lösung von Minderheitenfragen auf der Grundlage des Selbstbestimmungsrechtes und des Rechts auf Heimat gewährleisten.";"integration";"FAVOR"
"6995";"aut: Austrian Freedom Party";"(3) Das Grundrecht auf Weiterbestand jeder Volksgruppe und auch der Schutz vor Assimilierungszwang erlegt Österreich die Verpflichtung auf, nicht nur die eigenen Volksgruppen zu schützen,";"integration";"FAVOR"
"6996";"aut: Austrian Freedom Party";"sondern auch für die in ihrem Bestand bedrohten deutschen Minderheiten auf dem Gebiete der ehemaligen österreichisch-ungarischen Monarchie Schutzmachtfunktion auszuüben (vgl. Kap. VII, Art. 4).";"immigration";"AGAINST"
"6997";"aut: Austrian Freedom Party";"Gegenüber den zahlreichen Angehörigen der deutschen Volksgruppen auf dem Gebiet der ehemaligen österreichisch-ungarischen Monarchie besteht für Österreich ebenfalls eine besondere historische Verantwortung und Schutzverpflichtung.";"integration";"FAVOR"
"6998";"aut: Austrian Freedom Party";"Der Erhalt dieser Volksgruppen mit ihrer unverwechselbaren Kultur muß so weit wie möglich gesichert werden.";"integration";"FAVOR"
"6999";"aut: Austrian Freedom Party";"Daher sollte es für Österreich eine Verpflichtung sein, diesen Minderheiten in ihrer Heimat eine wirtschaftliche und kulturelle Überlebenschance zu geben.";"immigration";"NONE"
"7000";"aut: Austrian Freedom Party";"Solidarität (insbesondere Unterstützung für Alte und Schwache, Arbeitslose und soziale Härtefälle: Verfolgtenhilfe statt Recht auf Asylgewährung, persönliche Beiträge zur inneren und äußeren Sicherheit).";"immigration";"AGAINST"
"7001";"aut: Austrian Freedom Party";"(4) Illegalen Einwanderungsströmen und dem Schlepperunwesen sollen durch die Einrichtung einer wirkungsvollen Grenzschutzeinheit begegnet werden.";"immigration";"AGAINST"
"7002";"aut: Austrian Freedom Party";"Dies dient auch der Verbrechensvorbeugung, da illegale Einwanderung erfahrungsgemäß auch mit Kriminalitäts-Import zusammenhängt.";"immigration";"AGAINST"
"7003";"aut: Austrian Freedom Party";"Unbeschränkte Zuwanderung führt zu gravierenden Verzerrungen des Arbeitsmarktes und zu massivem lohndruck.";"immigration";"AGAINST"
"7004";"aut: Austrian Freedom Party";"Hohe Arbeitslosenzahlen gestatten daher keine Zuwanderung von Arbeitskräften mit nicht nachgefragten Qualifikationen.";"immigration";"AGAINST"
"7005";"aut: Austrian Freedom Party";"Österreich ist kein Einwanderungsland.";"immigration";"AGAINST"
"7006";"aut: Austrian Freedom Party";"Die Freiheitliche Bewegung betont die Zugehörigkeit der Österreicher zu der durch ihre jeweilige Muttersprache vorgegebenen Kulturgemeinschaft;";"integration";"AGAINST"
"7007";"aut: Austrian Freedom Party";"(1) Die Muttersprache ist das Ergebnis einer biographischen und familiären Prägung.";"integration";"NONE"
"7008";"aut: Austrian Freedom Party";"Die jeweilige Muttersprache ist daher als Trägerin des kulturellen Ausdruckes das bestimmende Kriterium der Zuordnung zu einer größeren Kulturgemeinschaft";"integration";"FAVOR"
"7009";"aut: Austrian Freedom Party";"(2) Der gesamtgesellschaftlichen und staatlichen Aufgaben der Erhaltung dieses kulturellen Erbes und der Sicherung der zumeist regionalen kulturellen Identität stehen alle Bestrebungen kultureller Nivellierung oder verordneter Multikultur entgegen und werden daher abgelehnt.";"integration";"AGAINST"
"7010";"aut: Austrian Freedom Party";"Es geht vielmehr darum, Menschen entweder Herkunft in einem gegliederten Bildungssystem ihren Begabungen gemäß bestmöglich zu fördern.";"integration";"FAVOR"
"7011";"aut: Austrian Freedom Party";"wobei auch auf regionale kulturelle Eigenarten Rücksicht zu nehmen ist.";"integration";"FAVOR"
"7012";"aut: Austrian People’s Party";"Wir müssen das Schlepperwesen eindämmen.";"immigration";"AGAINST"
"7013";"aut: Austrian People’s Party";"Die EU-Außengrenzen müssen von den Mitgliedstaaten gegen illegale Zuwanderung";"immigration";"AGAINST"
"7014";"aut: Austrian People’s Party";"und organisiertes Schlepperwesen gesichert werden.";"immigration";"AGAINST"
"7015";"aut: Austrian People’s Party";"Wer als Fremder kriminelle Straftaten setzt und damit das Gastrecht mißbraucht, muß das Land verlassen und darf nicht wiederkommen können.";"integration";"AGAINST"
"7016";"aut: Austrian People’s Party";"Gegen kriminelle Ausländer, die sich illegal oder nur kurzfristig in Österreich befinden, werden wir sehr konsequent vorgehen.";"immigration";"AGAINST"
"7017";"aut: Austrian People’s Party";"Mit uns wird es keine Abschaffung der neuen Ermittlungsmethoden geben.";"immigration";"AGAINST"
"7018";"aut: Austrian People’s Party";"Wir vertreten eine klare Linie in der Fremden- und Asylpolitik.";"immigration";"NONE"
"7019";"aut: Austrian People’s Party";"Österreich hat gegenüber politisch und einschlägig verfolgten Personen immer eine eindeutige Asylpolitik betrieben";"immigration";"FAVOR"
"7020";"aut: Austrian People’s Party";"und auch im Rahmen der neuen Gesetzgebung seine traditionelle Rolle als Erstasylland beibehalten.";"immigration";"FAVOR"
"7021";"aut: Austrian People’s Party";"Abzulehnen ist aber der Versuch, neue Asylgründe in die Genfer Flüchtlingskonvention aufzunehmen.";"immigration";"AGAINST"
"7022";"aut: Austrian People’s Party";"Im Fall von Vertreibungen hat Österreich bereits im Zusammenhang mit dem Krieg in Bosnien die vorübergehende Aufnahme von Ausländern, die wegen kriegerischer Ereignisse ihre Heimat verlassen haben, geregelt.";"immigration";"AGAINST"
"7023";"aut: Austrian People’s Party";"Diese Regelung ist auch im Bezug auf die in der EU anzustrebende gleichmäßige Verteilung von Kriegsflüchtlingen ausreichend, wie der Krieg im Kosovo bewiesen hat.";"immigration";"AGAINST"
"7024";"aut: Austrian People’s Party";"Wir werden einer Erleichterung bei der Verleihung der österreichischen Staatsbürgerschaft nicht zustimmen.";"immigration";"AGAINST"
"7025";"aut: Austrian People’s Party";"Die jüngste Änderung des Staatsbürgerschaftsgesetzes hat, wie Statistiken zeigen, ihre Wirkung: Es kommt zu einer Vereinheitlichung der Verleihungsfristen in den einzelnen Bundesländern";"integration";"FAVOR"
"7026";"aut: Austrian People’s Party";"und zu einer eindeutigen Integrationsbereitschaft durch den Nachweis ausreichender Sprachkenntnisse.";"integration";"NONE"
"7027";"aut: Austrian People’s Party";"und zur Nachprüfbarkeit, daß die Verpflichtung zum Nachweis deutscher Sprachkenntnisse nicht toter Buchstabe bleibt, soll der Innenminister eine Durchführungsverordnung zum Staatsbürgerschaftsgesetz erlassen, in dem die Kriterien sowie die Mittel und Wege für den Nachweis der deutschen Sprachkenntnis festgelegt sind.";"integration";"AGAINST"
"7028";"aut: Austrian People’s Party";"Eine Erweiterung der Zulässigkeit der Doppelstaatsbürgerschaften - wie sie in Deutschland diskutiert wurde - kommt für uns nicht in Betracht.";"integration";"AGAINST"
"7029";"aut: Austrian People’s Party";"Im Hinblick auf den bestehenden Binnenmarkt haben auch ausländische Staatsbürgerschaftsregelungen Auswirkungen auf Österreich.";"integration";"AGAINST"
"7030";"aut: Austrian People’s Party";"Wir werden daher auch in der EU eine klare Sprache in der Staatsbürgerschaftspolitik sprechen.";"integration";"AGAINST"
"7031";"aut: Austrian People’s Party";"Für uns ist die Stabilität von Ehe und Familie auch eine Frage der Sicherheitspolitik.";"integration";"AGAINST"
"7032";"aut: Austrian People’s Party";"er muß jedoch die Möglichkeit haben, etwa im Rahmen von Sicherheitsbeiräten in den Gemeinden, seine Anliegen vorzubringen.";"integration";"FAVOR"
"7033";"aut: Austrian People’s Party";"Wir wollen eine umfassende Aus- und Fortbildung der Exekutive im in einer qualitativ hochwertigen Sicherheitsakademie.";"integration";"NONE"
"7034";"aut: Austrian People’s Party";"Österreich ist Asylland:";"immigration";"FAVOR"
"7035";"aut: Austrian People’s Party";"Der Immigrationsdruck auf Mitteleuropa hält auf Grund der politischen Entwicklung in einigen Staaten in Europa und außerhalb Europas an.";"immigration";"AGAINST"
"7036";"aut: Austrian People’s Party";"Unter Aufrechterhaltung der positiven Rolle Österreichs als Asylland müssen bei der Einwanderung klare Grenzen geschaffen werden,";"immigration";"AGAINST"
"7037";"aut: Austrian People’s Party";"um den sozialen Frieden in Österreich aufrecht zu erhalten.";"immigration";"AGAINST"
"7038";"aut: Austrian People’s Party";"Österreich hat durch die Schaffung eines befristeten Aufenthaltsrechts für Personen, die – ohne individuell verfolgt zu sein - ihre Heimat wegen kriegerischer Ereignisse verlassen müssen,";"immigration";"FAVOR"
"7039";"aut: Austrian People’s Party";"und durch die Aufnahme von 80.000 Flüchtlingen aus Bosniern ein humanitäres Beispiel gesetzt.";"immigration";"FAVOR"
"7040";"aut: Austrian People’s Party";"Die ÖVP setzt sich für eine Asylpolitik auf der Basis der Genfer Flüchtlingskonvention ein.";"immigration";"FAVOR"
"7041";"aut: Austrian People’s Party";"Im Rahmen der EU muß aber sichergestellt werden, daß alle EU-Staaten die durch die Dubliner Konvention übernommenen Verpflichtungen tragen.";"immigration";"FAVOR"
"7042";"aut: Austrian People’s Party";"Im europäischen Gleichklang sollen Lösungen für jene Personen gefunden werden, die wegen kriegerischer Ereignisse aus ihrer Heimat flüchten, ohne individuell verfolgt zu sein.";"immigration";"FAVOR"
"7043";"aut: Austrian People’s Party";"Klare Regeln für die Einwanderung:";"immigration";"AGAINST"
"7044";"aut: Austrian People’s Party";"Die österreichische Wirtschaft hat Bedarf an ausländischen Arbeitskräften.";"immigration";"FAVOR"
