"";"country";"party";"content";"target";"stance"
"7528";"austria";"aut: Austrian People’s Party";"und zielorientierte Projekte gegen traditionsbedingte Gewalt";"Integration";"NONE"
"7529";"austria";"aut: Austrian People’s Party";"ÖVP-Initiativen.";"Integration";"NONE"
"7530";"austria";"aut: Austrian People’s Party";"Aktionsplan zur speziellen Förderung von Migrantinnen.";"Integration";"FAVOR"
"7531";"austria";"aut: Austrian People’s Party";"Schutz und Betreuung von Opfern.";"Immigration";"FAVOR"
"7532";"austria";"aut: Austrian People’s Party";"Deshalb soll die „Frühe Sprachförderung“ im Kindergarten fortgeführt werden.";"Integration";"FAVOR"
"7533";"austria";"aut: Austrian People’s Party";"Wir wollen den Computereinsatz in die laufende Unterrichtsgestaltung einfließen lassen";"Integration";"FAVOR"
"7534";"austria";"aut: Austrian People’s Party";"Bundesweit stärkere Förderung der Leistungsgruppen an unseren Hauptschulen.";"Integration";"FAVOR"
"7535";"austria";"aut: Austrian People’s Party";"Mehr Sprachförderkurse für Kinder nicht-deutscher Muttersprache auch an Hauptschulen.";"Integration";"FAVOR"
"7536";"austria";"aut: Austrian People’s Party";"hat keinen Platz in unserem Land.";"Immigration";"AGAINST"
"7537";"austria";"aut: Austrian People’s Party";"Die Beherrschung der deutschen Sprache ist eine wichtige Voraussetzung der Integration";"Integration";"NONE"
"7538";"austria";"aut: Austrian People’s Party";"und stellt auch die Integrationswilligkeit unter Beweis.";"Integration";"NONE"
"7539";"austria";"aut: Austrian People’s Party";"Die Verbesserung der Fremdsprachenkenntnisse";"Integration";"FAVOR"
"7540";"austria";"aut: Austrian People’s Party";"den Menschenschmuggel,";"Immigration";"AGAINST"
"7541";"austria";"aut: Austrian People’s Party";"und Zusammenarbeit zwischen den Sicherheitsbehörden weiter intensiviert wird.";"Immigration";"AGAINST"
"7542";"austria";"aut: Austrian People’s Party";"Auch in den Bereichen Asyl";"Immigration";"NONE"
"7543";"austria";"aut: Austrian People’s Party";"und bei der Erteilung von Sichtvermerken muss die europäische Zusammenarbeit intensiviert werden.";"Immigration";"AGAINST"
"7544";"austria";"aut: Austrian People’s Party";"Phänomene wie Asyl-";"Immigration";"AGAINST"
"7545";"austria";"aut: Austrian People’s Party";"und Visa-„Shopping“ müssen endgültig der Vergangenheit angehören.";"Immigration";"AGAINST"
"7546";"austria";"aut: Austrian People’s Party";"Sicherheit ist für uns auch eine Frage der gesellschaftlichen Verantwortung.";"Immigration";"AGAINST"
"7547";"austria";"aut: Austrian People’s Party";"Strenge Sicherung des Schengen-Raumes.";"Immigration";"AGAINST"
"7548";"austria";"aut: Austrian People’s Party";"Bekämpfung des Asyl-";"Immigration";"AGAINST"
"7549";"austria";"aut: Austrian People’s Party";"und Visa-Shoppings durch stärkere europäische Zusammenarbeit.";"Immigration";"AGAINST"
"7550";"austria";"aut: Austrian People’s Party";"Stärkung der bürgergesellschaftlichen Verantwortungsgesellschaft für mehr Sicherheit vor Ort.";"Integration";"FAVOR"
"7551";"austria";"aut: Austrian People’s Party";"im Rahmen der Entwicklungszusammenarbeit,";"Immigration";"NONE"
"7552";"austria";"aut: Austrian People’s Party";"Unsicherheit, Konflikte oder Kriege lösen Flüchtlingsströme aus und rauben den Menschen ihre Zukunftsperspektiven.";"Immigration";"AGAINST"
"7553";"austria";"aut: Austrian People’s Party";"Dies erhöht den Auswanderungsdruck und führt zu rechtsfreien Zonen, in denen kriminelle Organisationen ungehindert operieren können.";"Immigration";"AGAINST"
"7554";"austria";"aut: Austrian People’s Party";"Deshalb ist es wichtig, dass Europa und Österreich in diesen Krisenherden politische Maßnahmen für eine friedliche Entwicklung unterstützen,";"Immigration";"NONE"
"7555";"austria";"aut: Austrian People’s Party";"wie dies im Kosovo,";"Immigration";"NONE"
"7556";"austria";"aut: Austrian People’s Party";"Österreich.";"Integration";"FAVOR"
"7557";"austria";"aut: Austrian People’s Party";"Hier geht’s uns gut.";"Integration";"FAVOR"
"7558";"austria";"aut: Austrian People’s Party";"Asylgesetz Neu:";"Immigration";"NONE"
"7559";"austria";"aut: Austrian People’s Party";"Rückgang der Asylwerberzahl: 2002 bis 2005 um minus 42,9%.";"Immigration";"AGAINST"
"7560";"austria";"aut: Austrian People’s Party";"Rückgang der Einbürgerungen um 30 bis 40%.";"Integration";"NONE"
"7561";"austria";"aut: Austrian People’s Party";"Integrationsvereinbarung";"Integration";"NONE"
"7562";"austria";"aut: Austrian People’s Party";"und Staatsbürgerschaft:";"Integration";"FAVOR"
"7563";"austria";"aut: Austrian People’s Party";"verpflichtende Sprachkurse als Vorbild in Europa.";"Integration";"FAVOR"
"7564";"austria";"aut: Austrian People’s Party";"Sinkende Gesamtzahl der erteilten Erst-Aufenthaltstitel:";"Immigration";"NONE"
"7565";"austria";"aut: Austrian People’s Party";"im Vergleich 2005 zu 2006 um minus 73,3%.";"Immigration";"NONE"
"7566";"austria";"aut: Austrian People’s Party";"Deutsch = Schlüssel zur Integration.";"Integration";"NONE"
"7567";"austria";"aut: Austrian People’s Party";"Integration vor Neuzuwanderung:";"Integration";"NONE"
"7568";"austria";"aut: Austrian People’s Party";"Dieses ÖVP-Grundprinzip haben wir in unserem neuen Asyl-,";"Integration";"FAVOR"
"7569";"austria";"aut: Austrian People’s Party";"Fremden-";"Immigration";"FAVOR"
"7570";"austria";"aut: Austrian People’s Party";"und Staatsbürgerschaftsrecht fest verankert.";"Immigration";"FAVOR"
"7571";"austria";"aut: Austrian People’s Party";"Asyl in Österreich ist weiterhin jenen garantiert, die es brauchen.";"Immigration";"FAVOR"
"7572";"austria";"aut: Austrian People’s Party";"Das entspricht den internationalen Standards,";"Immigration";"FAVOR"
"7573";"austria";"aut: Austrian People’s Party";"und von einer ordentlichen Bundesbetreuung zu begleiten.";"Immigration";"FAVOR"
"7574";"austria";"aut: Austrian People’s Party";"So vermeiden wir, dass Asylwerber jahrelang in einem ungeklärten rechtlichen und wirtschaftlichen Status in Österreich leben müssen.";"Immigration";"FAVOR"
"7575";"austria";"aut: Austrian People’s Party";"Wir wollen ein unabhängiges Bundes-Asyl-Gericht,";"Immigration";"FAVOR"
"7576";"austria";"aut: Austrian People’s Party";"das schnellere Verfahren ermöglicht.";"Immigration";"FAVOR"
"7577";"austria";"aut: Austrian People’s Party";"Dadurch sollen der Rechtsschutz verbessert";"Immigration";"FAVOR"
"7578";"austria";"aut: Austrian People’s Party";"Die Neuzuwanderung nach Österreich soll nach den in den vergangenen Jahren etablierten rechtlichen Kriterien erfolgen.";"Immigration";"AGAINST"
"7579";"austria";"aut: Austrian People’s Party";"Wir anerkennen die großen Leistungen, die Zuwanderer und Neo-Österreicher für unser Land erbracht haben und erbringen.";"Immigration";"FAVOR"
"7580";"austria";"aut: Austrian People’s Party";"Schrankenlose Zuwanderung kann aber kein taugliches Zukunftsmodell für unser Land sein.";"Immigration";"AGAINST"
"7581";"austria";"aut: Austrian People’s Party";"Wir wollen daher ein Modell entwickeln, nach dem wir aktiv den Zuzug von Menschen steuern können, die Österreich zur Sicherung seiner wirtschaftlichen Entwicklung benötigt.";"Immigration";"AGAINST"
"7582";"austria";"aut: Austrian People’s Party";"Der Integrationsfähigkeit Österreichs sind gegenwärtig enge Grenzen gesetzt.";"Integration";"AGAINST"
"7583";"austria";"aut: Austrian People’s Party";"Die Zuwanderung muss sich daher – abgesehen vom Fall der Familienzusammenführung –";"Immigration";"NONE"
"7584";"austria";"aut: Austrian People’s Party";"Vorschlägen nach Generalamnestien für illegal Aufhältige erteilt die ÖVP eine klare Absage.";"Integration";"AGAINST"
"7585";"austria";"aut: Austrian People’s Party";"Die Integrationswilligkeit von Zuwanderern ist eine unverzichtbare Voraussetzung für deren dauernden Aufenthalt in Österreich.";"Integration";"AGAINST"
"7586";"austria";"aut: Austrian People’s Party";"Dazu gehört auch die Bereitschaft, die deutsche Sprache zu erlernen";"Integration";"AGAINST"
"7587";"austria";"aut: Austrian People’s Party";"und die österreichische Rechtsordnung vorbehaltlos zu akzeptieren.";"Integration";"AGAINST"
"7588";"austria";"aut: Austrian People’s Party";"Dazu gehört es für uns aber auch, sich mit dem historischen und kulturellen Hintergrund unseres Landes auseinanderzusetzen";"Integration";"FAVOR"
"7589";"austria";"aut: Austrian People’s Party";"und die gesellschaftliche Grundordnung, die auf Freiheit, Toleranz und Chancengleichheit für alle Menschen und auf einer Austragung von Konflikten für nach den hier geltenden Regeln beruht, anzunehmen.";"Integration";"NONE"
"7590";"austria";"aut: Austrian People’s Party";"Diese Notwendigkeiten haben wir daher in Zusammenhang mit dem neuen Staatsbürgerschaftsgesetz entsprechend berücksichtigt.";"Integration";"FAVOR"
"7591";"austria";"aut: Austrian People’s Party";"Wir bekennen uns gleichermaßen dazu, dass die öffentliche Hand Integrationsangebote bereitstellt.";"Integration";"FAVOR"
"7592";"austria";"aut: Austrian People’s Party";"Dies betrifft vor allem die sprachliche Integration";"Integration";"FAVOR"
"7593";"austria";"aut: Austrian People’s Party";"und die Integration von Schülerinnen und Schülern durch geeignete Maßnahmen im Unterrichtswesen.";"Integration";"FAVOR"
"7594";"austria";"aut: Austrian People’s Party";"Wir fordern alle Gebietskörperschaften auf, dieses Ziel durch entsprechende Maßnahmen zu unterstützen.";"Integration";"FAVOR"
"7595";"austria";"aut: Austrian People’s Party";"Ein Beispiel dafür sind Maßnahmen in der Siedlungs- und Wohnungspolitik der Gebietskörperschaften zur Verhinderung von Ghettobildungen.";"Integration";"FAVOR"
"7596";"austria";"aut: Austrian People’s Party";"Die Verleihung der österreichischen Staatsbürgerschaft stellt nach Auffassung der ÖVP den Abschluss einer erfolgreichen Integration in Österreich dar,";"Integration";"FAVOR"
"7597";"austria";"aut: Austrian People’s Party";"die auch von einer Identifikation des Einbürgerungswerbers mit unserem Land getragen sein muss.";"Integration";"NONE"
"7598";"austria";"aut: Austrian People’s Party";"Auch diesen Grundgedanken haben wir im Staatsbürgerschaftsrecht verankert.";"Integration";"FAVOR"
"7599";"austria";"aut: Austrian People’s Party";"Wir treten dafür ein, dass Integrationsmaßnahmen vom Bundesministerium für Inneres regelmäßig evaluiert";"Integration";"NONE"
"7600";"austria";"aut: Austrian People’s Party";"und auf einheitliche und rechtmäßige Durchführung überprüft werden.";"Integration";"FAVOR"
"7601";"austria";"aut: Austrian People’s Party";"Bleibt besser.";"Integration";"NONE"
"7602";"austria";"aut: Austrian People’s Party";"Integration vor Neuzuwanderung.";"Integration";"NONE"
"7603";"austria";"aut: Austrian People’s Party";"Einrichtung eines unabhängigen Bundes-Asyl-Gerichts.";"Immigration";"AGAINST"
"7604";"austria";"aut: Austrian People’s Party";"Zweckgerichtete Steuerung des Zuzugs von Ausländern durch ein Modell, das die österreichischen Interessen sichert.";"Immigration";"FAVOR"
"7605";"austria";"aut: Austrian People’s Party";"Integrationswilligkeit von Ausländern";"Integration";"FAVOR"
"7606";"austria";"aut: Austrian People’s Party";"sowie Bereitschaft, die deutsche Sprache zu erlernen als Schlüssel für eine gelungene Integration.";"Integration";"FAVOR"
"7607";"austria";"aut: Austrian People’s Party";"Keine Generalamnestien für illegale Ausländer.";"Immigration";"AGAINST"
"7608";"austria";"aut: Austrian People’s Party";"Verstärkte Integrationsangebote der öffentlichen Hand,";"Integration";"FAVOR"
"7609";"austria";"aut: Austrian People’s Party";"vor allem im Unterrichtswesen.";"Integration";"FAVOR"
"7610";"austria";"aut: Austrian People’s Party";"Unterstützung von Maßnahmen in der Siedlungs- und Wohnungspolitik zur Vermeidung von Ghettobildungen.";"Integration";"FAVOR"
"7611";"austria";"aut: Austrian People’s Party";"Sicherung der einheitlichen Durchführung der Integrationsmaßnahmen,";"Integration";"FAVOR"
"7612";"austria";"aut: Austrian People’s Party";"vor allem durch bundesweit einheitliche Durchführungsvorschriften im Bereich des Deutschunterrichts";"Integration";"FAVOR"
"7613";"austria";"aut: Austrian People’s Party";"und der Prüfung der Deutschkenntnisse im Vollzug des Fremden- und Staatsbürgerschaftsrechts.";"Integration";"AGAINST"
"7614";"austria";"aut: Austrian People’s Party";"Österreich.";"Immigration";"FAVOR"
"7615";"austria";"aut: Austrian People’s Party";"Für bessere Kontakte mit den alt-österreichischen Minderheiten in Europa wollen wir eine Koordinationsstelle schaffen, die den Österreich-Bezug unterstützen soll.";"Immigration";"FAVOR"
"7616";"austria";"aut: Alliance for the Future of Austria";"Die Folgen des schrankenlosen Zuzugs nach Österreich von 1986 bis 1999 wurden eine Bedrohung für das soziale Gleichgewicht.";"Immigration";"AGAINST"
"7617";"austria";"aut: Alliance for the Future of Austria";"Nur durch umfangreiche Maßnahmen in der Integrations- und Ausländerpolitik in Folge des Regierungseintritts der Freiheitlichen im Jahr 2000 konnte eine Trendwende erreicht werden.";"Integration";"AGAINST"
"7618";"austria";"aut: Alliance for the Future of Austria";"Erst die Integrationsvereinbarung";"Integration";"AGAINST"
"7619";"austria";"aut: Alliance for the Future of Austria";"und in der Folge das neue Fremdenrecht haben zu einer tatsächlichen Stabilisierung geführt.";"Integration";"NONE"
"7620";"austria";"aut: Alliance for the Future of Austria";"Ohne weiterführende und ergänzende Maßnahmen droht neuerlich ein massiver Zuzug nach Österreich.";"Immigration";"AGAINST"
"7621";"austria";"aut: Alliance for the Future of Austria";"Trotzdem beginnt sich eine immer größer werdende Parallelgesellschaft schlecht ausgebildeter sowie nicht integrationswilliger Ausländer und Zuwanderer zu etablieren.";"Integration";"AGAINST"
"7622";"austria";"aut: Alliance for the Future of Austria";"Dieser Entwicklung muss aktiv gegengesteuert werden, um langfristig die soziale Sicherheit in Österreich zu gewährleisten.";"Integration";"AGAINST"
"7623";"austria";"aut: Alliance for the Future of Austria";"Die Erweiterung der Europäischen Union hat die Rahmenbedingungen für eine nationalstaatliche Zuwanderungspolitik ohnehin erheblich eingeschränkt.";"Immigration";"AGAINST"
"7624";"austria";"aut: Alliance for the Future of Austria";"Gleichzeitig ist Europa insgesamt unter einem massiven Migrations- und Zuwanderungsdruck, der in erster Linie wirtschaftlich begründet ist,";"Immigration";"NONE"
"7625";"austria";"aut: Alliance for the Future of Austria";"weswegen die österreichische Zuwanderungspolitik an die gesellschaftlichen Notwendigkeiten unserer Heimat angepasst werden muss.";"Immigration";"AGAINST"
"7626";"austria";"aut: Alliance for the Future of Austria";"Wenn es in den kommenden Jahren nicht gelingt, die Homogenität der Gesellschaft zu sichern und die Zuwanderung auf das vertretbare und notwendige Ausmaß zu beschränken, verursachen die Zuwanderer einen massiven gesellschaftlichen Wertewandel.";"Immigration";"AGAINST"
"7627";"austria";"aut: Alliance for the Future of Austria";"Verantwortungsvolle Zuwanderungspolitik muss daher die Sicherung des sozialen Friedens als oberste Prämisse haben und die Maßnahmen daran anpassen.";"Immigration";"AGAINST"
"7628";"austria";"aut: Alliance for the Future of Austria";"Und das bedeutet echte Integration statt ungebremster Zuwanderung.";"Integration";"NONE"
"7629";"austria";"aut: Alliance for the Future of Austria";"Dafür sind integrationsfördernde Rahmenbedingungen ebenso erforderlich";"Integration";"FAVOR"
"7630";"austria";"aut: Alliance for the Future of Austria";"wie die Bereitschaft der Betroffenen, einen persönlichen Beitrag zur Integration zu leisten.";"Integration";"FAVOR"
"7631";"austria";"aut: Alliance for the Future of Austria";"Dass diese Aufgabe nicht leicht werden wird, zeigen die aktuellen Zahlen über die Massenmigration.";"Immigration";"AGAINST"
"7632";"austria";"aut: Alliance for the Future of Austria";"Weltweit waren im vergangenen Jahr 175 Millionen Menschen auf der Flucht – oder suchten aus anderen Gründen ein neues Zuhause.";"Immigration";"NONE"
"7633";"austria";"aut: Alliance for the Future of Austria";"Diese neue Völkerwanderung hat neuerlich spürbare Auswirkungen auf unsere Heimat.";"Immigration";"AGAINST"
"7634";"austria";"aut: Alliance for the Future of Austria";"Im Jahr 2005 wurden 22.500 neue Asylwerber erfasst,";"Immigration";"NONE"
"7635";"austria";"aut: Alliance for the Future of Austria";"etwa 42.000 Asylverfahren sind noch offen.";"Immigration";"AGAINST"
"7636";"austria";"aut: Alliance for the Future of Austria";"Eine gerechte Aufteilung der Asylwerber und Asylberechtigten in der Europäischen Union findet nicht statt.";"Immigration";"NONE"
"7637";"austria";"aut: Alliance for the Future of Austria";"Stattdessen florieren das Schlepperwesen";"Immigration";"AGAINST"
"7638";"austria";"aut: Alliance for the Future of Austria";"und die illegale Migration gehört schon beinahe zum Alltag.";"Immigration";"AGAINST"
"7639";"austria";"aut: Alliance for the Future of Austria";"Anstatt sich diesem unbefriedigenden Status quo durch regelmäßige Legalisierungen geschlagen zu geben, wie dies Spanien durch die Legalisierung Millionen Illegaler getan hat oder dies die politischen Mitbewerber in Österreich unter anderem im Pflegebereich fordern, ist die Liste Westenthaler – BZÖ – Liste 5 bereit, den Kampf um die soziale Stabilität aufzunehmen und erfolgreich zu führen.";"Immigration";"AGAINST"
"7640";"austria";"aut: Alliance for the Future of Austria";"Wir werden uns auch auf internationaler Ebene dafür einsetzen, dass die Genfer Flüchtlingskonvention an die Herausforderungen der Massenwanderung angepasst wird.";"Immigration";"AGAINST"
"7641";"austria";"aut: Alliance for the Future of Austria";"Nur so ist gewährleistet, dass diejenigen Schutz und Asyl erhalten, die es wirklich benötigen";"Immigration";"AGAINST"
"7642";"austria";"aut: Alliance for the Future of Austria";"und der Missbrauch des Asylrechts nachhaltig reduziert wird.";"Immigration";"AGAINST"
"7643";"austria";"aut: Alliance for the Future of Austria";"Schutz und Hilfe bei tatsächlicher Verfolgung.";"Immigration";"FAVOR"
"7644";"austria";"aut: Alliance for the Future of Austria";"Wir wollen:";"Immigration";"FAVOR"
"7645";"austria";"aut: Alliance for the Future of Austria";"o  Einrichtung eines Asylgerichtshofes";"Immigration";"FAVOR"
"7646";"austria";"aut: Alliance for the Future of Austria";"und damit eine weitere Beschleunigung der Verfahren.";"Immigration";"NONE"
"7647";"austria";"aut: Alliance for the Future of Austria";"•   Klare Abgrenzung von politischem Asyl und wirtschaftlich begründeter  Zuwanderung.";"Immigration";"AGAINST"
"7648";"austria";"aut: Alliance for the Future of Austria";"•   Kontrollierte Migration durch die Einführung der Green Card.";"Integration";"FAVOR"
"7649";"austria";"aut: Alliance for the Future of Austria";"Damit Zuwanderung in einem für die soziale Sicherheit notwendigen und erforderlichen Ausmaß stattfindet.";"Immigration";"NONE"
"7650";"austria";"aut: Alliance for the Future of Austria";"•   Anpassung der Genfer Flüchtlingskonvention im internationalen Gleichklang.";"Immigration";"AGAINST"
"7651";"austria";"aut: Alliance for the Future of Austria";"•   Senkung der Zahl der Ausländer in den kommenden drei Jahren um 30 Prozent.";"Immigration";"AGAINST"
"7652";"austria";"aut: Alliance for the Future of Austria";"Betroffen sind:";"Immigration";"AGAINST"
"7653";"austria";"aut: Alliance for the Future of Austria";"o   Ausländer, die sich illegal in Österreich aufhalten.";"Immigration";"AGAINST"
"7654";"austria";"aut: Alliance for the Future of Austria";"o   Ausländer, die illegal in Österreich arbeiten.";"Immigration";"AGAINST"
"7655";"austria";"aut: Alliance for the Future of Austria";"o   Sowie durch den lückenlosen Vollzug der geltenden Gesetze und Regelungen:";"Immigration";"AGAINST"
"7656";"austria";"aut: Alliance for the Future of Austria";"ƒ  Ausländer, die ein Jahr lang \""fast ununterbrochen\"" arbeitslos und noch nicht \""aufenthaltsverfestigt\"" sind.";"Integration";"AGAINST"
"7657";"austria";"aut: Alliance for the Future of Austria";"ƒ  Ausländer, die straffällig geworden sind.";"Integration";"AGAINST"
"7658";"austria";"aut: Alliance for the Future of Austria";"ƒ  Ausländer, die die Anforderungen der Integrationsvereinbarung nicht erfüllen, also nicht integrationswillig sind.";"Integration";"AGAINST"
"7659";"austria";"aut: Alliance for the Future of Austria";"•   Zahlungen im Rahmen der Entwicklungszusammenarbeit sollen nur erfolgen,  wenn der Empfängerstaat seine Bürger im Wege der Abschiebung zurücknimmt.";"Immigration";"AGAINST"
"7660";"austria";"aut: Alliance for the Future of Austria";"•   Verstärkte Bestrebungen für Abschlüsse von Rückübernahmeabkommen mit den betroffenen Staaten.";"Immigration";"AGAINST"
"7661";"austria";"aut: Alliance for the Future of Austria";"•   Ausbau der Integrationsförderung.";"Integration";"FAVOR"
"7662";"austria";"aut: Alliance for the Future of Austria";"o   Erweiterung der Integrationsvereinbarung auf Familienangehörige.";"Integration";"FAVOR"
"7663";"austria";"aut: Alliance for the Future of Austria";"o   Verpflichtende Vorschule für Migrantenkinder";"Integration";"AGAINST"
"7664";"austria";"aut: Alliance for the Future of Austria";"sowie Ausbau der  Sprachförderung im Kindergarten.";"Integration";"FAVOR"
"7665";"austria";"aut: Alliance for the Future of Austria";"o  Verpflichtende Integrationskurse für Familienangehörige, die im Wege des Familiennachzugs nach Österreich kommen.";"Integration";"FAVOR"
"7666";"austria";"aut: Alliance for the Future of Austria";"o  Integrationsschule analog zur Berufsschule.";"Integration";"FAVOR"
"7667";"austria";"aut: Alliance for the Future of Austria";"o   Einhebung eines persönlichen Kostenbeitrags für die Integration bis  maximal 1.000,- Euro pro Familie und Jahr.";"Integration";"NONE"
"7668";"austria";"aut: Alliance for the Future of Austria";"o   Bindung der Sozialleistungen an die Erfüllung der Integrationsvereinbarung.";"Integration";"AGAINST"
"7669";"austria";"aut: Alliance for the Future of Austria";"Richter";"Integration";"FAVOR"
"7670";"austria";"aut: Alliance for the Future of Austria";"und Justizwachebeamte im Umgang mit Fremden und Zuwanderern.";"Immigration";"NONE"
"7671";"austria";"aut: Alliance for the Future of Austria";"o   Einbindung der Gemeinden in die Integration, durch Begleitung,  Unterstützung und Kontrolle des Migranten.";"Integration";"FAVOR"
"7672";"austria";"aut: Alliance for the Future of Austria";"o   Programme, um das mangelnde Österreichbewusstsein der  Österreicher mit Migrationshintergrund zu stärken.";"Integration";"FAVOR"
"7673";"austria";"aut: Alliance for the Future of Austria";"Die Erweiterung der Europäischen Union und die Auswirkungen der Migration haben zu einem wachsenden Unsicherheitsgefühl in der Bevölkerung geführt.";"Immigration";"AGAINST"
"7674";"austria";"aut: Alliance for the Future of Austria";"Die Folge sind zunehmende Kriminalitätsraten bei sinkenden Aufklärungsquoten mit saisonalen Schwankungen.";"Integration";"AGAINST"
"7675";"austria";"aut: Alliance for the Future of Austria";"Verstärkten Kampf gegen Organisierte Kriminalität.";"Immigration";"AGAINST"
"7676";"austria";"aut: Alliance for the Future of Austria";"und Menschenhandel durch ein europäisches Vorstrafenregister";"Immigration";"AGAINST"
"7677";"austria";"aut: Alliance for the Future of Austria";"Gleichzeitig müssen die erfolgreichen Maßnahmen gegen ausländische sowie psychisch kranke oder auffällige Straftäter fortgesetzt und ausgebaut werden, damit der hohe österreichische Sicherheitsstandard gewährleistet bleibt.";"Integration";"AGAINST"
"7678";"austria";"aut: Alliance for the Future of Austria";"Vorrang für den Strafvollzug im Heimatstaat bei ausländischen Insassen";"Immigration";"AGAINST"
"7679";"austria";"aut: Alliance for the Future of Austria";"und Intensivierung der Zusammenarbeit mit den Behörden der Herkunftsländer.";"Immigration";"NONE"
"7680";"austria";"aut: Alliance for the Future of Austria";"und Bereitstellung des dafür notwendigen Personals.";"Integration";"FAVOR"
"7681";"austria";"aut: Alliance for the Future of Austria";"Jede Öffnung des Arbeitsmarktes für ausländische Arbeitskräfte";"Immigration";"AGAINST"
"7682";"austria";"aut: Alliance for the Future of Austria";"Verpflichtende Vorschule für Migrantenkinder.";"Integration";"FAVOR"
"7683";"austria";"aut: The Greens";"wie auch durch muttersprachliche Förderung für alle Kinder.";"Integration";"FAVOR"
"7684";"austria";"aut: The Greens";"Willkür und";"Immigration";"AGAINST"
"7685";"austria";"aut: The Greens";"Verschwendung dürfen sich nicht mehr hinter der Amtsverschwiegenheit verstecken können.";"Immigration";"AGAINST"
"7686";"austria";"aut: The Greens";"Egal ob Klima oder Asyl, Schule oder Sicherheit, Pflege oder Einwanderung – Schuld an den Missständen sind weder Inländer noch Ausländer.";"Immigration";"NONE"
"7687";"austria";"aut: The Greens";"Schlechte PolitikerInnen suchen Sündenböcke.";"Immigration";"NONE"
"7688";"austria";"aut: The Greens";"Dann sind es „die Ausländer“.";"Integration";"NONE"
"7689";"austria";"aut: The Greens";"Schlechte Politiker setzen auf Angst und verhetzen Menschen.";"Immigration";"AGAINST"
"7690";"austria";"aut: The Greens";"Nach acht Jahren systematischer Missachtung durch FPÖ, BZÖ, ÖVP und SPÖ kehrt Österreich wieder zur vollen Achtung der Menschenrechte zurück.";"Immigration";"FAVOR"
"7691";"austria";"aut: The Greens";"Die Einwanderung wird klar geregelt.";"Immigration";"FAVOR"
"7692";"austria";"aut: The Greens";"Österreich braucht Einwanderer";"Immigration";"FAVOR"
"7693";"austria";"aut: The Greens";"– und klare Regeln,";"Immigration";"FAVOR"
"7694";"austria";"aut: The Greens";"damit von der Einwanderung alle profitieren.";"Immigration";"FAVOR"
"7695";"austria";"aut: The Greens";"• Asyl schützen.";"Immigration";"FAVOR"
"7696";"austria";"aut: The Greens";"Kein Verfahren darf länger als sechs Monate dauern.";"Immigration";"NONE"
"7697";"austria";"aut: The Greens";"Statt einem Drittel fehlerhafter Verfahren schaffen gut ausgestattete Behörden verlässliche Entscheidungen.";"Immigration";"AGAINST"
"7698";"austria";"aut: The Greens";"Mit deutlich mehr BeamtInnen";"Immigration";"NONE"
"7699";"austria";"aut: The Greens";"und Gesetzen,";"Immigration";"NONE"
"7700";"austria";"aut: The Greens";"die wieder die Flüchtlingskonvention achten,";"Immigration";"FAVOR"
"7701";"austria";"aut: The Greens";"• bleiberecht statt gnadenakt.";"Immigration";"FAVOR"
"7702";"austria";"aut: The Greens";"Gut integrierte Familien zerreißen,";"Integration";"FAVOR"
"7703";"austria";"aut: The Greens";"qualifizierte junge Menschen, die in Österreich ihren Beruf erlernt haben, abschieben – das ist unmenschlich und dumm.";"Integration";"FAVOR"
"7704";"austria";"aut: The Greens";"Wer bleiben will, soll das Recht haben, einen Antrag zu stellen.";"Immigration";"FAVOR"
"7705";"austria";"aut: The Greens";"Ein ordentliches Verfahren";"Immigration";"FAVOR"
"7706";"austria";"aut: The Greens";"mit einer klaren Entscheidung –  das ist die Alternative zur Willkür von Haider und Fekter.";"Immigration";"FAVOR"
"7707";"austria";"aut: The Greens";"• einwanderung als chance.";"Immigration";"FAVOR"
"7708";"austria";"aut: The Greens";"Statt Willkür und starrer Quoten entscheiden klare Kriterien, wer einwandern soll und darf.";"Immigration";"NONE"
"7709";"austria";"aut: The Greens";"Ausbildung,";"Immigration";"FAVOR"
"7710";"austria";"aut: The Greens";"Sprachkenntnisse,";"Immigration";"AGAINST"
"7711";"austria";"aut: The Greens";"Arbeitserfahrung und";"Immigration";"NONE"
"7712";"austria";"aut: The Greens";"Verwandte in Österreich entscheiden, wer einwandern darf.";"Immigration";"NONE"
"7713";"austria";"aut: The Greens";"• staatsbürgerschaft ohne schikanen.";"Integration";"FAVOR"
"7714";"austria";"aut: The Greens";"Ab sieben Jahren haben sie das Recht.";"Integration";"FAVOR"
"7715";"austria";"aut: The Greens";"Damit rückt Österreich vom Rand in die Mitte der EU.";"Integration";"FAVOR"
"7716";"austria";"aut: The Greens";"• Integration statt Isolation.";"Integration";"FAVOR"
"7717";"austria";"aut: The Greens";"– aber auch keinen aggressiven Assimilationsdruck.";"Integration";"AGAINST"
"7718";"austria";"aut: The Greens";"Die Rechte von Frauen";"Integration";"NONE"
"7719";"austria";"aut: The Greens";"aber Kopftuchverbot und Trachtenzwang lehnen wir ab.";"Integration";"NONE"
"7720";"austria";"aut: The Greens";"Vielfalt ist Bereicherung für alle.";"Integration";"FAVOR"
"7721";"austria";"aut: The Greens";"• Integration fördern.";"Integration";"FAVOR"
"7722";"austria";"aut: The Greens";"Bildungsoffensive für EinwandererInnen.";"Integration";"FAVOR"
"7723";"austria";"aut: The Greens";"Das Angebot für Sprachkurse wird ausgebaut,";"Integration";"FAVOR"
