party,content,target,stance
nld: Christian Union,Waar blijkt dat het islamitisch onderwijs kinderen afzondert van de rest van de samenleving kunnen scholen ervoor kiezen samenwerkingsverbanden met een school van een andere richting aan te gaan.,Integration,FAVOR
nld: Reformed Political Party,"De SGP staat voor een slagvaardige Europese samenwerking die zich richt op grensoverschrijdende problemen, zoals de achteruitgang van het milieu, het bestrijden van de internationale criminaliteit, terrorisme en het reguleren van de toestroom van asielzoekers en illegale migranten.",Immigration,AGAINST
nld: Socialist Party,Veel mensen zijn in het verleden naar Nederland gekomen om hier te werken.,Integration,NONE
nld: Democrats‘66,"D66 wil een volwaardige Blue Card, met minder beperkingen dan nu.",Integration,FAVOR
nld: Democrats‘66,"Nu worden lidstaten aan de buitengrens van Europa, zoals Italië en Griekenland, te zwaar belast.",Immigration,AGAINST
nld: Democrats‘66,Op zeer veel terreinen zal de grensoverschrijdende samenwerking moeten worden geïntensiveerd ten behoeve van burgers en bedrijfsleven.,Immigration,FAVOR
nld: Labour Party,Opvang in de regio moet onder humane omstandigheden plaatsvinden in samenwerking met de VN Vluchtelingenorganisatie.,Immigration,NONE
nld: Socialist Party,"Uit de hele wereld zijn mensen naar ons land gekomen om er te werken, om zich te verenigen met hun familie, of omdat zij hun leven in hun eigen land van oorsprong niet zeker zijn.",Immigration,FAVOR
nld: Green Left,Daar horen in ons koninkrijk ook de Antillianen en Arubanen bij.,Integration,FAVOR
nld: Socialist Party,Werknemers uit de EU worden alleen op de Nederlandse arbeidsmarkt toegelaten als ze onder dezelfde condities werken als Nederlandse werknemers.,Integration,FAVOR
nld: Christian Democratic Appeal,Daarnaast moeten voorwaarden geschapen worden voor een effectief optreden op het terrein van het buitenlands- en veiligheidsbeleid.,Immigration,FAVOR
nld: People’s Party for Freedom and Democracy ,De aanhoudende toestroom van kansarme migranten werkt het oplossen van integratieproblemen tegen en moet daarom worden gestopt.,Immigration,AGAINST
nld: Democrats‘66,Integratie is een zaak van mensen onderling.,Integration,NONE
nld: Christian Union,"Als vluchtelingen zich in ons land melden, hebben zij recht op een snelle en zorgvuldige procedure.",Immigration,FAVOR
nld: Green Left,"Asielzoekers zijn verzekerd van een snelle asielprocedure, maar zorgvuldigheid vraagt erom dat zij zonder grote tijdsdruk gehoord worden over de redenen van het asielverzoek.",Immigration,FAVOR
nld: Labour Party,Maar we zullen de integratieproblemen uiteindelijk ook structureel moeten oplossen door goedwillende mensen niet uit te sluiten.,Integration,FAVOR
nld: Christian Democratic Appeal,Voor arbeidsmigranten is het verblijfsrecht verbonden aan het doel om hier te werken.,Immigration,FAVOR
nld: Christian Union,"Niet alleen het katholiek of PC-onderwijs, maar ook de kleinere richtingen – gereformeerd, reformatorisch, evangelisch, islamitisch – zetten zich in voor ontmoeting en integratie.",Integration,FAVOR
nld: Democrats‘66,Nederland heeft de afgelopen kabinetsperiode een integratiebeleid gevoerd dat gekenmerkt wordt door hardvochtigheid en willekeur.,Integration,AGAINST
nld: People’s Party for Freedom and Democracy ,als de partner een neef of nicht is van de aanvrager,Integration,NONE
nld: Christian Union,Een effectief terugkeerbeleid is van groot belang.,Immigration,AGAINST
nld: Christian Union,Asielzoekers behoren zo snel mogelijk te weten waar zij aan toe zijn.,Immigration,AGAINST
nld: Party of Freedom,Dit is onze agenda van hoop en optimisme.,Immigration,AGAINST
nld: Christian Democratic Appeal,Het traceren van ouders en familie moet worden geïntensiveerd.,Immigration,AGAINST
nld: Labour Party,Als Nederlanders horen ze er volledig bij.,Integration,FAVOR
nld: Christian Union,Misbruik van grondwettelijke vrijheden is niet geoorloofd.,Integration,AGAINST
nld: Democrats‘66,Homoseksuele asielzoekers die in eigen land vervolgd worden vinden in Nederland een veilige haven.,Immigration,FAVOR
nld: Labour Party,"Ons asiel-en migratiebeleid is restrictief, selectief, streng en rechtvaardig.",Immigration,AGAINST
nld: People’s Party for Freedom and Democracy ,De  eerste  willen  zijn.,Immigration,FAVOR
nld: Party of Freedom,"Redenen: het verlies van banen (voornamelijk aan de onderkant van de arbeidsmarkt), nieuwe integratieproblematiek van de volgende golf immigranten en de enorme kosten die dit voor de sociale zekerheid met zich meebrengt.",Integration,AGAINST
nld: Christian Union,Imams met een buitenlandse nationaliteit worden in dit geval uitgewezen.,Integration,AGAINST
nld: Socialist Party,De inzet van militairen en de eerstejaarsopvang van asielzoekers dienen bijvoorbeeld niet uit deze gelden te worden gefinancierd.,Immigration,AGAINST
nld: Reformed Political Party,- Gestimuleerd moet worden dat nieuwkomers zich zo snel mogelijk  laten naturaliseren.,Integration,FAVOR
nld: Christian Union,"Het is een voorbeeld van twee scholen die staan voor hun identiteit, maar ondertussen werken aan integratie.",Integration,FAVOR
nld: Democrats‘66,Seksuele en relationele vorming moet - afgestemd op leeftijd -worden ingevoerd vanaf het basisonderwijs en tevens toegankelijker gemaakt worden voor jongeren en allochtonen.,Integration,FAVOR
nld: Socialist Party,Mensenhandel wordt hard bestreden.,Immigration,AGAINST
nld: Democrats‘66,En dat leidt tot conflicten die wij niet willen en die ook niet nodig zijn.,Integration,AGAINST
nld: Labour Party,"Duidelijkheid is geboden, maar die duidelijkheid is alleen effectief als er een dialoog is tussen en met de verschillende bevolkingsgroepen in Nederland.",Integration,FAVOR
nld: Christian Union,Nederland heeft met name historische verplichtingen tegenover de Molukkers en de Papoea’s.,Immigration,FAVOR
nld: Green Left,De student uit Afrika die in Nederland openlijk homo kan zijn.,Integration,FAVOR
nld: Christian Union,Op zichzelf vormen opvattingen en (religieuze) levensovertuigingen geen bedreiging voor de nationale rechtsorde.,Integration,FAVOR
nld: Socialist Party,Mensen die ouder zijn dan 55 jaar worden van deze verplichting vrijgesteld.,Integration,FAVOR
nld: Socialist Party,Het is soms moeilijk om aan papieren te komen en de toekomst in het land van herkomst is vaak onzeker.,Integration,FAVOR
nld: Socialist Party,Adoptie van buitenlandse kinderen moet daarom niet onbeperkt zijn.,Immigration,AGAINST
nld: Green Left,Maar dan moeten ze net als andere Nederlanders kunnen rekenen op gelijke kansen en een rechtvaardige behandeling.,Integration,FAVOR
nld: Labour Party,"Gebrekkige integratie is geen oorzaak van terrorisme, maar snellere integratie en het voorkomen van uitsluiting is wel onderdeel van de oplossing.",Integration,FAVOR
nld: Christian Union,Deze vrijheid is niet onbeperkt.,Integration,NONE
nld: Labour Party,en de integratie stagneert.,Integration,AGAINST
nld: Party of Freedom,en geen enkele samenleving heeft een oneindige capaciteit om achterstanden te bestrijden en mensen te emanciperen.,Integration,AGAINST
nld: Party of Freedom,Gevolg is dan steeds het zoveelste miljardenverslindende generaal pardon.,Immigration,AGAINST
nld: Party for the Animals,"Onverdoofd geslacht vlees dat niet als halal vlees afgezet kan worden, komt als ‘gewoon’ vlees in de winkels te liggen.",Integration,AGAINST
nld: Reformed Political Party,Een hemelsbreed verschil.,Integration,AGAINST
nld: Democrats‘66,"Onder hen zijn naar verhouding veel jongeren, mensen met een lage opleiding, vaak ook immigranten.",Integration,NONE
nld: Christian Union,Nederland zet zich in voor het bereiken van duurzame oplossingen voor de vluchtelingenproblematiek.,Immigration,FAVOR
nld: Democrats‘66,"In het kader van het voorkomen van terrorisme is het van belang om meer diplomatieke en humanitaire aandacht te schenken aan fragiele staten, hun economische ontwikkelingen en de (politieke) participatie van hun burgers, zoals Somalië, Pakistan, Soedan en in Noord Afrika.",Immigration,FAVOR
nld: Green Left,Te veel jongens uit migrantengezinnen gaan het criminele pad op.,Integration,AGAINST
nld: Democrats‘66,Deze kinderen komen al met taalachterstanden op school en halen die niet meer in.,Integration,AGAINST
nld: Christian Democratic Appeal,en werpt een dam op tegen illegaliteit.,Immigration,AGAINST
nld: Christian Democratic Appeal,"Tevens vindt inzet plaats in de strijd tegen drugs, ter-rorisme en illegale immigratie.",Immigration,AGAINST
nld: Green Left,37. Asielzoekers worden beoordeeld met actuele en accurate  informatie over het herkomstland.,Immigration,NONE
nld: Labour Party,"We willen een lokaal georganiseerd maatwerk, via bijvoorbeeld 25 steunpunten, opzetten voor de terugkeer van afgewezen vreemdelingen en illegalen.",Immigration,AGAINST
nld: Socialist Party,en werken aan gemengde beurten en gemengde scholen.,Integration,FAVOR
nld: People’s Party for Freedom and Democracy ,We moeten dus slim omgaan met immigratie.,Immigration,FAVOR
nld: Socialist Party,Arbeidsmigratie binnen de Europese Unie moet worden gereguleerd.,Immigration,AGAINST
nld: Green Left,tenzij ze strafrechtelijk zijn veroordeeld voor ernstige misdrijven.,Immigration,AGAINST
nld: Party of Freedom,De islam streeft naar wereldheerschappij.,Integration,AGAINST
nld: Christian Union,"In het geval van gedwongen terugkeer zal zeker moeten worden gesteld dat in het land van herkomst fundamentele mensenrechten, zoals de godsdienstvrijheid, niet worden geschonden.",Immigration,AGAINST
nld: Party for the Animals,Het onderwijs zal conform artikel 26 van de Universele Verklaring van de Rechten van de Mens gericht moeten zijn op de ‘volle ontwikkeling van de menselijke persoonlijkheid en op de versterking van de eerbied voor de rechten van de mens en de fundamentele vrijheden.,Integration,FAVOR
nld: Christian Union,Het zijn mensen die kunnen werken en dat vaak ook willen.,Immigration,FAVOR
nld: Christian Democratic Appeal,"Het CDA staat pal voor de bescherming van vluchtelingen, maar is verder voor een selectief migratiebeleid: streng waar het moet, toegankelijk waar nodig.",Immigration,AGAINST
nld: Reformed Political Party,De mogelijkheden om (economische) migranten op te vangen zijn dus beperkt.,Immigration,AGAINST
nld: Socialist Party,Uitgeprocedeerde asielzoekers en illegalen worden alleen in vreemdelingenbewaring genomen als direct zicht is op uitzetting.,Immigration,AGAINST
nld: Christian Democratic Appeal,"Anderzijds moet aan mensen, voor wie geen documenten verkregen kunnen worden, waardoor zij niet uitgezet kunnen worden, een voorlopige verblijfstatus gegeven worden.",Immigration,FAVOR
nld: Green Left,Maar ouders kunnen voor een islamitische school kiezen.,Integration,FAVOR
nld: Christian Union,De overheid dient zich in te zetten voor verbetering van economische perspectieven en opvang van vluchtelingen elders in de wereld.,Immigration,FAVOR
nld: Green Left,"e)  een gezamenlijk beleid voor arbeidsmigratie, dat  migranten van buiten de EU de kans geeft te werken  in sectoren die handen en hoofden tekort komen, dat  uitbuiting bestraft en arbeidsmobiliteit bevordert;",Integration,FAVOR
nld: Christian Democratic Appeal,"2.3.3 Het gebruik om aan etnische groepen, of activiteiten die op hen gericht zijn, specifieke subsidies te verstrekken of uitzonderingen aan te bieden wordt kritisch bezien.",Integration,AGAINST
nld: Labour Party,Democratie en de rechtstaat zijn de beste garantie op het vreedzaam samenleven van verschillende groepen.,Integration,FAVOR
nld: Christian Union,"In Nederland staan meer dan een miljoen mensen aan de kant, zoals bijstandsgerechtigden, lang-durig werklozen, gedeeltelijk arbeidsgeschikten, jongeren zonder startkwalificatie, ouderen en allochtonen.",Integration,NONE
nld: People’s Party for Freedom and Democracy ,"Illegaliteit leidt vaak tot uitbuiting, criminaliteit en prostitutie en moet keihard worden bestreden.",Immigration,AGAINST
nld: Green Left,"34. Binnen de EU ijvert Nederland voor een betere naleving  van het VN-Vluchtelingenverdrag en internationale mensenrechtenverdragen, zodat asielzoekers in heel Europa  dezelfde bescherming krijgen,",Immigration,FAVOR
nld: Christian Union,"Verschillen worden niet meer getolereerd, overtuigingen niet meer geaccepteerd.",Integration,AGAINST
nld: Party of Freedom,Turkije in de EU dan Nederland eruit,Immigration,AGAINST
nld: Christian Democratic Appeal,1.5.6 Asielzoekers die in afwachting zijn van een beslissing omtrent hun definitieve verblijfsstatus kunnen in aanmerking komen voor scholing en arbeid.,Integration,FAVOR
nld: Christian Union,Ook in Nederland worden sommige islamitische groeperingen en moskeeën gefinancierd met geld uit deze landen.,Integration,AGAINST
nld: Green Left,In een vrijzinnig land staan grondrechten als de vrijheid van meningsuiting en de vrijheid van godsdienst hoog in het vaandel.,Integration,FAVOR
nld: Reformed Political Party,"Politiek asiel is een recht dat van oudsher verleend werd aan mensen die in het gebied waar ze vandaan kwamen, vervolgd werden en gevaar liepen ‘voor lijf en leden’.",Immigration,FAVOR
nld: Democrats‘66,"Dit geldt vooral in de vier grote steden, maar het speelt ook elders.",Integration,FAVOR
nld: Christian Democratic Appeal,5.2.10 Het CDA wil de export van de welvaartstoeslagen op de uitkeringen staken voor zover deze zijn gebaseerd op het welvaart- en voorzieningenniveau in Nederland.,Immigration,AGAINST
nld: Reformed Political Party,Het indienen van herhaalde aanvragen om terugkeer moet worden voorkomen door een deadline te stellen waarop bezwaren kunnen worden aangedragen.,Immigration,AGAINST
nld: Party of Freedom,Jihad is de plicht van elke moslim.,Integration,AGAINST
nld: Democrats‘66,D66 vindt dat het Nederlandse asielbeleid moet sporen met de Europese richtlijnen.,Immigration,FAVOR
nld: Reformed Political Party,"Voor deze ‘noodgevallen’ moet er, ondanks het feit dat Nederland een klein land is met een relatief hoog inwonertal, plaats zijn.",Immigration,FAVOR
nld: Christian Union,"Steeds duikt ze weer op, de discussie over de bijdrage van het bijzonder onderwijs aan integratie.",Integration,FAVOR
nld: Christian Union,"Die rechtsstaat, die sterk beïnvloed is door de waarden van het christendom, maakt alle burgers voor de wet gelijk.",Integration,FAVOR
nld: Democrats‘66,Nederland veroordeelt de schending van homorechten in het buitenland en steunt buitenlandse homo-organisaties.,Integration,FAVOR
nld: Socialist Party,We hebben ook angst voor meer criminaliteit en etnische spanningen.,Integration,AGAINST
nld: Christian Union,"In de tweede plaats een hernieuwd besef bij iedereen in dit land, dat tolerantie geen onverschilligheid betekent (dat doet geen pijn) maar een samenleven in één land, terwijl verschillen van levenswijze en levensovertuiging wel degelijk steken en botsen.",Integration,FAVOR
nld: Labour Party,"En rechtvaardig omdat mensen die in Nederland mogen blijven, participeren in de samenleving en een toekomst hier kunnen opbouwen.",Integration,FAVOR
nld: People’s Party for Freedom and Democracy ,"De procedure die doorlopen moet worden om slecht presterende scholen te sluiten, wordt versneld.",Immigration,FAVOR
nld: Christian Union,"Tot die kwaliteitseisen behoort dat het islamitisch onderwijs met respect over joden, christenen en andere gelovigen spreekt",Integration,NONE
nld: Reformed Political Party,Het is wenselijk dat nieuwkomers op dergelijke punten kritisch blijven.,Integration,NONE
nld: Christian Democratic Appeal,Daar hoort bij dat zoveel mogelijk voorkomen moet worden dat kinderen van asielzoekers veelvuldig moeten verhuizen.,Immigration,FAVOR
nld: Party of Freedom,Niet-Nederlanders die een misdrijf plegen direct uit Nederland verwijderen,Immigration,AGAINST
nld: Christian Union,De tijdelijkheid van de asielvergunning wordt teruggebracht van vijf naar drie jaar;,Immigration,AGAINST
nld: Labour Party,Er komt een systeem van tijdelijke werkvergunningen voor werknemers van buiten de EU voor mensen die een arbeidscontract hebben.,Immigration,FAVOR
nld: Party of Freedom,Het aantal vreemdelingen dat jaarlijksnaar ons land komt is nog steeds excessief hoog.,Immigration,AGAINST
nld: Green Left,"Als hun asielaanvraag in procedure is, mogen zij werken en leren en hebben zij recht op gezondheidszorg.",Immigration,FAVOR
nld: Party of Freedom,"Geen islamitische sekseapartheid; niet bij inburgeringscursussen, niet bij theaters, niet bij bibliotheken, niet bij zwembaden of waar dan ook",Integration,AGAINST
nld: Christian Union,Niet voor het permanent in stand houden van multiculturele organisaties.,Integration,FAVOR
nld: Party for the Animals,Initiatieven die tot doel hebben de sociale cohesie te bevorderen dienen gestimuleerd en waar mogelijk gesubsidieerd te worden.,Integration,FAVOR
nld: Democrats‘66,De ruimtelijke inrichting kan bijdragen aan de emancipatie- en integratiemogelijkheden van alle inwoners van Nederland.,Integration,FAVOR
nld: Party of Freedom,Verder wil de PVV dat arbeidsmigratie altijd tijdelijk is.,Immigration,AGAINST
nld: Christian Union,Een goed voorbeeld is de Haagse Verklaring (2007) inzake de vrijheid van godsdienst en levensbeschouwing.,Integration,FAVOR
nld: Labour Party,Integratie gaat niet vanzelf.,Integration,AGAINST
nld: Christian Union,voor handhaving van mensenrechten,Integration,FAVOR
nld: Labour Party,We zijn nu bezig de achterstand in te lopen.,Integration,NONE
nld: Green Left,Deze moet transparant  en toetsbaar zijn voor de asielzoeker.,Immigration,FAVOR
nld: Christian Democratic Appeal,"Procedures moeten in korte tijd worden afgerond, zodat betrokkenen snel duidelijkheid hebben over hun asielverzoek.",Immigration,NONE
nld: Reformed Political Party,"Inburgering blijft verplicht, maar de verantwoordelijkheid en eigen bijdrage voor inburgering worden aanzienlijk verhoogd.",Integration,NONE
nld: Reformed Political Party,Personen met een verblijfsvergunning kunnen worden uitgezet wanneer zij in het eerste jaar drie kleine delicten hebben gepleegd of wanneer zij onherroepelijk zijn veroordeeld voor een misdrijf.,Integration,AGAINST
nld: Christian Democratic Appeal,"Nieuwkomers krijgen te maken met hogere scholingseisen als zij zich langjarig in Nederland willen vestigen, uiteraard met ontheffingsmogelijkheden voor bijvoorbeeld mensen met beperkte vermogens.",Integration,AGAINST
nld: Christian Democratic Appeal,de interreligieuze en interculturele span-ningen buitengewoon serieus nemen.,Integration,FAVOR
nld: Democrats‘66,Integratie betekent manieren vinden om met elkaar om te gaan.,Integration,FAVOR
nld: Reformed Political Party,Hun lot raakt ons.,Immigration,FAVOR
nld: Christian Union,Het zogenaamde ‘Istanbul Protocol’ moet worden ingevoerd.,Immigration,FAVOR
nld: Green Left,Daar gaan we ontspannen mee om.,Integration,FAVOR
nld: Christian Union,We kunnen er niet omheen dat er nog steeds erg veel armoede en ongelijkheid is in de wereld.,Immigration,NONE
nld: Christian Union,"Vreemdelingen die in ons land zijn overgegaan naar een andere godsdienst worden in geen geval gedwongen terug te keren naar het land van herkomst, indien daar in de praktijk sprake is van vervolging van betrokkene.",Immigration,FAVOR
nld: Christian Union,"Als echter blijkt dat imams tot (jihadistisch) geweld of antisemitisme oproepen of dit rechtvaardigen, is er reden om strafrechtelijk in te grijpen.",Integration,AGAINST
nld: Labour Party,Zo moeten normale bevoegdheidseisen voor docenten ook gelden in de inburgeringsklas.,Integration,FAVOR
nld: Reformed Political Party,Het accent moet in de inburgeringscursus liggen op beheersing van de Nederlandse taal en basale kennis van de Nederlandse samenleving.,Integration,FAVOR
nld: Green Left,"GroenLinks komt op voor het recht van deze vrouwen om eigen keuzes te maken: zo gaan huwelijksmigranten niet alleen inburgeren, maar ook een opleiding volgen, als zij nog niet voldoende diploma’s hebben voor de Nederlandse arbeidsmarkt.",Integration,FAVOR
nld: Reformed Political Party,"De groeiende aanhang van de islam in Nederland heeft in de achterliggende jaren voor veel spanningen gezorgd, en het ziet er niet naar uit dat dit op korte termijn beter zal worden.",Integration,AGAINST
nld: Reformed Political Party,"Het naïeve multiculturalisme, waardoor in het verleden bijvoorbeeld geen taaleisen werden gesteld, heeft wat dat betreft aanzienlijke schade berokkend.",Integration,AGAINST
nld: Christian Union,De overheid dient zich in te zetten voor verbetering van economische perspectieven en opvang van vluchtelingen elders in de wereld.,Immigration,FAVOR
nld: Christian Union,Op hun beurt zullen vreemdelingen moeten participeren en de wil tonen tot integratie in de Nederlandse samenleving.,Integration,FAVOR
nld: Christian Democratic Appeal,2.3.6 Bij het toelaten van arbeidsmigranten zijn de behoeften van de Nederlandse arbeidsmarkt leidend.,Immigration,AGAINST
nld: Green Left,Er komt geen verplichte deelname aan de Naturalisatiedag.,Integration,NONE
nld: Christian Democratic Appeal,2.3.11 De mogelijkheden om criminele vreemdelingen versneld uit te zetten worden verruimd.,Immigration,AGAINST
nld: Christian Union,De Nederlandse ambassades zetten zich in om met behulp van het Nederlandse bedrijfsleven ter plaatse teruggekeerde asielzoekers aan werk te helpen.,Integration,FAVOR
nld: Party of Freedom,We bestrijden de dubbele nationaliteit.,Integration,AGAINST
nld: People’s Party for Freedom and Democracy ,"Zij kunnen gewoon worden aangesproken op hun verantwoordelijkheid, net als iedere andere Nederlander.",Integration,FAVOR
nld: Reformed Political Party,Er moet harder gewerkt worden aan gezamenlijke Europese normen voor toelating en ondersteuning van immigratiediensten.,Immigration,FAVOR
nld: Socialist Party,"In de vorige eeuw werden ‘gastarbeiders’ naar hier gehaald, door bedrijven die goedkope arbeidskrachten zochten.",Immigration,NONE
nld: Green Left,Zij worden in staat gesteld in elke fase van de asielprocedure nieuwe feiten en omstandigheden in te brengen.,Immigration,AGAINST
nld: Christian Union,Een banenoffensief om migranten aan het werk te helpen.,Integration,FAVOR
nld: Green Left,Niemand mag worden uitgesloten.,Integration,AGAINST
nld: Labour Party,"Die selectiviteit betekent dat we open blijven staan voor vluchtelingen conform de nieuwe Vreemdelingenwet,",Immigration,FAVOR
nld: Democrats‘66,De Nederlandse arbeidsmarkt sluit sommige mensen structureel uit van deelname (‘outsiders’).,Integration,AGAINST
nld: Party of Freedom,Verbod hoofddoekjes in publieke functies,Integration,AGAINST
nld: Christian Democratic Appeal,Tegelijkertijd dient er bekeken te worden op welke manier de Europese Unie met naburige landen kan samenwerken en hoe democratiseringsprocessen in andere Europese landen bevorderd kunnen worden.,Immigration,FAVOR
nld: Labour Party,Een geslaagd integratiebeleid vraagt om een overheid die haar taken serieus neemt.,Integration,AGAINST
nld: Green Left,Het voortijdig  beëindigen van de opleiding heeft geen gevolgen voor het  verblijfsrecht; wel komt een van het inkomen afhankelijk  deel van de studiekosten dan voor rekening van de partner  van de huwelijksmigrant als er geen verzachtende omstandigheden zijn.,Integration,AGAINST
nld: Reformed Political Party,Er komt voor migranten een ingroeimodel voor de sociale zekerheid,Integration,FAVOR
nld: Green Left,De AOW-uitkering gaat met 10% omhoog.,Integration,FAVOR
nld: Labour Party,De toekomst van het asielbeleid ligt in Europa.,Immigration,FAVOR
nld: Reformed Political Party,"Maar het is niet minder een belangrijke kwestie voor de mentaliteit van ons allemaal, want wetten zijn nodig, maar wetten alleen werken niet.",Integration,NONE
nld: Socialist Party,"Ex-asielzoekers die door toedoen van het land van herkomst niet kunnen terugkeren, mogen hier blijven.",Integration,FAVOR
nld: Party for the Animals,Initiatieven die tot doel hebben de sociale cohesie te bevorderen moeten gestimu- leerd en waar mogelijk gesubsidieerd worden.,Integration,FAVOR
nld: Christian Democratic Appeal,2.3.1 In de huidige inburgeringscursussen moet veel sterker de nadruk liggen op verantwoordelijkheden ten opzichte van de samenleving.,Integration,AGAINST
nld: People’s Party for Freedom and Democracy ,Gezinshereniging wordt bovendien beperkt tot de partner en tot kinderen die niet ouder zijn dan 16 jaar.,Immigration,AGAINST
nld: Christian Democratic Appeal,Het beleid moet echter ook helder en zonodig streng zijn voor mensen die niet worden vervolgd.,Immigration,AGAINST
nld: Christian Union,Nieuwkomers worden niet behandeld als mensen die zichzelf niet kunnen redden - zo voelen zij dat zelf ook meestal niet - maar als volwaardige en mondige burgers.,Integration,FAVOR
nld: Christian Union,"De aanwezigheid van meer dan 900.000 moslims in Nederland en een wereldwijd debat over toenemend religieus extremisme en ‘botsende beschavingen’, plaatsen de Islam voor uitdagingen.",Integration,AGAINST
nld: Christian Union,Het is van belang dat de opvang van vluchtelingen en de toetsing van asielaanvragen zo dicht mogelijk bij de bron plaatsvinden: in de regio waar de vluchtelingen vandaan komen.,Immigration,AGAINST
nld: Christian Union,"Segregatie en wederzijdse vervreemding moeten worden voorkomen, ook in het onderwijs (zie ook de kader Bijzonder Onderwijs).",Integration,FAVOR
nld: Reformed Political Party,"Hiermee handelen we helemaal in lijn met een van de beste tradities van Nederland, lange tijd een toevluchtsoord voor mensen die ter wille van hun geloof werden vervolgd.",Immigration,FAVOR
nld: People’s Party for Freedom and Democracy ,Daarvoor is het nodig dat de politie op sterkte is en kan ingrijpen. De VVD investeert in 3500 extra agenten op straat.,Integration,AGAINST
nld: Christian Union,Bij de beoordeling van de aanvraag voor een medische verblijfsvergunning wordt rekening gehouden met de feitelijke toegankelijkheid van de noodzakelijke zorg in het land van herkomst.,Immigration,NONE
nld: People’s Party for Freedom and Democracy ,"Cultureel bepaald geweld als genitale verminking, eerwraak, ontvoering of achterlating wordt opgespoord en zwaar bestraft - en kan leiden tot het verlies van de verblijfsvergunning van de dader.",Integration,AGAINST
nld: Green Left,Asielzoekerscentra worden kleinschalig met voldoende privacy.,Immigration,FAVOR
nld: Democrats‘66,Minderjarige asielzoekers en kinderen van vluchtelingen die op uitzetting wachten horen niet in een gevangenis te zitten.,Immigration,AGAINST
nld: Green Left,"Zij zijn bruggenbouwers tussen meerderheid en minderheden, tussen Nederland en de wereld.",Integration,FAVOR
nld: Christian Union,Zo is het pijnlijk te constateren dat christenen en joden in islamitische landen vervolgd worden of als tweederangsburger worden beschouwd.,Integration,NONE
nld: Democrats‘66,"D66 ziet ook een nieuwe groep internationalen en partners, die meerdere keren in een decennium in Nederland komen om te werken en wonen en dan weer ergens anders een project hebben.",Immigration,FAVOR
nld: Democrats‘66,Velen zijn hier maar kort en blijven daardoor buiten het zicht van de overheid.,Immigration,NONE
nld: Green Left,Voor de opleidingskosten kan een vorm  van studiefinanciering worden aangevraagd.,Integration,FAVOR
nld: Reformed Political Party,De individuele moraal en de persoonlijke uitingen moeten volledig vrij zijn.,Integration,FAVOR
nld: Party of Freedom,"De laatste decennia wordt geprobeerd het vertrouwde welvarende, gezellige en democratische Nederland in de afgrond te werpen van een multiculturele heilstaat.",Integration,AGAINST
nld: Party of Freedom,Voor vreemdelingen geldt: werken of wegwezen. Geen baan = geen plaats in Nederland,Integration,AGAINST
nld: Socialist Party,Ondanks de groei van ons gezamenlijke inkomen is de armoede in Nederland toegenomen – een groeiend aantal mensen wordt zelfs afhankelijk van voedselbanken.,Immigration,AGAINST
nld: Socialist Party,Zolang wordt gewerkt aan terugkeer hebben ex-asielzoekers recht op opvang.,Integration,FAVOR
nld: People’s Party for Freedom and Democracy ,"Het recht van een kind op goed onderwijs en een eerlijke kans om later volwaardig in onze samenleving mee te draaien, weegt voor de VVD zwaarder dan het recht van ouders om hun kind naar slechte of anti-integratieve scholen te sturen.",Integration,AGAINST
nld: Democrats‘66,"> De overdraagbare heffingskorting, de ‘thuiszitbonus’, het belastingvrije bedrag dat niet-werkenden genieten (met overgangsregeling voor degenen die voor 1972 zijn geboren) moet worden geïndividualiseerd.",Immigration,NONE
nld: Labour Party,"De komende tijd moet we ook taalles op de werkvloer mogelijk maken, inburgering koppelen aan school van jonge kinderen met achterstanden en het niveau van de lessen verder opkrikken.",Integration,FAVOR
nld: Socialist Party,"Hún waardering voor onze samenleving is gemiddeld hoger dan de waardering van ‘autochtone’ burgers, die hier hun wortels hebben.",Integration,FAVOR
nld: People’s Party for Freedom and Democracy ,"Het Rijk neemt de verantwoordelijkheid voor een effectief uitzettingsbeleid en de opvang van uitgeprocedeerde asielzoekers, tot het moment dat de vreemdeling dient terug te keren naar het land van herkomst.",Immigration,AGAINST
nld: People’s Party for Freedom and Democracy ,Daarom  vraagt  het  nieuwe  inburgeringsstelsel  aan  nieuwkomers en  oudkomers  om  Nederlands  te  leren en  zich  onze  samenlevingsregels  eigen te  maken.,Integration,AGAINST
nld: Green Left,"Intussen gaat de integratie wél door, gelukkig.",Integration,FAVOR
nld: People’s Party for Freedom and Democracy ,De VVD wil zich daarvoor tot het uiterste inspannen.,Integration,AGAINST
nld: Socialist Party,en aan de voorgenomen marktwerking in de volwasseneneducatie beginnen we niet eens.,Integration,AGAINST
nld: Christian Union,"Waar hoofddoekjes niet tot functionele bezwaren leiden, vormt dit evenmin een belemmering.",Integration,FAVOR
nld: Labour Party,Discriminatie op de arbeidsmarkt moet actief worden bestreden.,Integration,FAVOR
nld: Christian Democratic Appeal,Waar het gaat om de opvang en bescherming van mensen op de vlucht in hun eigen land (de zoge-naamde Internally Displaced People) is het nodig dat de UNHCR expliciet het mandaat krijgt;,Immigration,FAVOR
nld: Christian Democratic Appeal,"1.5.7 Asielzoekers die in (vervolg)procedure zijn voor een verblijfstatus in het kader van een asielverzoek en uit dien hoofde rechtmatig in Nederland verblijven, hebben recht op een goede opvang van rijkswege.",Immigration,FAVOR
nld: Green Left,Integratie is emancipatie.,Integration,FAVOR
