party,content,target,stance
nor: Centre Party,"Samarbeid i Nordenxe \""Norden\"" har fra starten vært forankret i en felles kulturell identitet mellom befolkningen i landene.",Integration,FAVOR
nor: Progress Party,"det er grunn til å frykte at en fortsatt innvandring av asylsøkere, av bare tilnærmet det omfang som man har hatt i de senere år, vil føre til alvorlige motsetninger mellom folkegrupper i norge",Immigration,AGAINST
nor: Socialist Left Party,For å sikre sosial og kulturell integrering av minoritetsspråklige i nynorskområder må det utvikles flere og bedre læremidler på nynorsk for disse.,Integration,FAVOR
nor: Centre Party,Øke andel av førskolelærere med innvandrerbakgrunn.,Integration,FAVOR
nor: Socialist Left Party,"Det må gis tilbud om norskopplæring,",Immigration,FAVOR
nor: Conservative Party,"norge har en plikt til å hjelpe mennesker i nød gjennom forebygging av konflikter, katastrofehjelp og ved å gi trygghet fra forfølgelse.",Immigration,FAVOR
nor: Norwegian Labour Party,og de representerer ulike kulturelle og naturmessige verdier i det norske samfunnet. 301,Integration,FAVOR
nor: Socialist Left Party,". Et samfunn med mye mer demokrati enn i dag, hvor den enkelte har mer makt over egen arbeidsplass og eget samfunn.",Integration,FAVOR
nor: Christian People’s Party,Her må det være nulltoleranse for rasisme.,Integration,FAVOR
nor: Centre Party,Øke bemanningen på mottakene slik at ventetida kan brukes til aktivitet.,Immigration,FAVOR
nor: Centre Party,. Ein fredsavtale må vareta dei palestinske flyktningane sine rettar,Immigration,FAVOR
nor: Christian People’s Party,Livssyns- og trosfriheten er viktige prinsipper.,Integration,FAVOR
nor: Christian People’s Party,Det må arbeides med holdninger mot kjønnslemlestelse og tvangsekteskap,Integration,FAVOR
nor: Christian People’s Party,Kommunene må pålegges bosetting,Integration,FAVOR
nor: Christian People’s Party,Hverdagen for mange innvandrere i Norge kan være vanskelig.,Integration,AGAINST
nor: Liberal Party,Innføre en regel om at kritikk fra FNs høykommissær for flyktninger fører til ny saksbehandling i asylsaker.,Immigration,FAVOR
nor: Progress Party,"18.Sørge for at utenlandske statsborgere  som dømmes for forbrytelser med  strafferamme utover ubetinget fengsel  i 3 måneder, automatisk utvises fra  landet enten etter endt soning eller  ved utlevering for soning i hjemlandet.",Integration,AGAINST
nor: Christian People’s Party,at botid skal være relevant hensyn ved søknad om oppholdstillatelse på humanitært grunnlag.,Immigration,FAVOR
nor: Norwegian Labour Party,at alle som ikke har videregående utdanning får mulighet til å ta dette – uavhengig av alder,Integration,FAVOR
nor: Norwegian Labour Party,"Arbeiderpartiet står for en human, solidarisk og rettssikker flyktningpolitikk.",Immigration,FAVOR
nor: Socialist Left Party,Morsmålsundervisning i skolen skal være en rettighet.,Integration,FAVOR
nor: Conservative Party,hovedprinsippene for asylretten følger av flyktningkonvensjonen,Immigration,FAVOR
nor: Liberal Party,"Det må utvikles raskere og enklere prosesser for godkjenning i Norge av utdanningen til mennesker fra andre land, også utenfor Europa.",Immigration,FAVOR
nor: Norwegian Labour Party,". Flyktninger er ikke rettsløse, og Arbeiderpartiet vil derfor også arbeide for å fremme flyktningers rettigheter.",Integration,FAVOR
nor: Liberal Party,og at helsepersonell ikke risikere rettslig etterspill dersom de ytes relevant helsehjelp til mennesker med ulovlig opphold i Norge.,Integration,FAVOR
nor: Socialist Left Party,. Forutsetningen for dette er at utenlandske arbeidstakere har de samme lønns– og arbeidsvilkårene som norske arbeidstakere.,Integration,FAVOR
nor: Centre Party,Det er positivt med en viss utveksling av arbeidskraft mellom land.,Immigration,FAVOR
nor: Socialist Left Party,"SV vil arbeide for at de får tettere oppfølging,",Integration,AGAINST
nor: Progress Party,sosiale ytelser bør i større grad knyttes til statsborgerskap eller andre hensiktsmessige avgrensinger,Integration,AGAINST
nor: Socialist Left Party,"De aller fleste av verdens flyktninger er på flukt i eget land, og er ikke omfattet av de internasjonale avtalene om flyktningers rettigheter",Immigration,NONE
nor: Progress Party,Det vil utvilsomt gi hjelp og  trygghet til langt flere mennesker i slike  områder for samme sum som det vil koste  å ha én flyktning i Norge.,Immigration,AGAINST
nor: Centre Party,Senterpartiet vil ha en balansert og konsekvent flyktning- og innvandringspolitikk,Immigration,FAVOR
nor: Centre Party,". Organisasjoner som fremmer samkvem mellom ulike etniske grupper, både innvandrere og nordmenn, bør særlig prioriteres for å unngå enda større grad av isolering",Integration,FAVOR
nor: Liberal Party,Import av arbeidskraft – på alle nivåer – vil derfor være av avgjørende betydning i nær fremtid.,Immigration,FAVOR
nor: Christian People’s Party,Flertallet av flyktninger er drevet på flukt i eget land.,Immigration,AGAINST
nor: Socialist Left Party,"Også ordningen med statskirke er foreldet, og SV vil skille stat og kirke.",Integration,NONE
nor: Liberal Party,Studenter fra utviklingsland har dårligere forutsetninger for å ta del i den globaliseringen av høyere utdanning som i dag pågår.,Immigration,FAVOR
nor: Christian People’s Party,"Ungdom må oppfordres til å bruke kulturforskjellene til å skape nye kulturuttrykk,",Integration,FAVOR
nor: Socialist Left Party,SV vil innføre gratis kjernetid på alle alderstrinn i barnehagen i områder der konsentrasjonen av språklige minoriteter er høy.,Integration,FAVOR
nor: Liberal Party,Nasjoner og samfunn trenger den kulturelle og økonomiske stimulans som innvandring er.,Integration,FAVOR
nor: Christian People’s Party,og gode integreringsopplegg.,Integration,FAVOR
nor: Socialist Left Party,. Norske myndigheter har ansvar for å bevise at det er trygt å sende asylsøkere med endelig avslag tilbake til hjemlandet.,Immigration,FAVOR
nor: Norwegian Labour Party,øke ressursene og gjennomgå regelverk for å sikre en bedre kontroll med og oppfølging av utlendinger som oppholder seg ulovlig i Norge.,Immigration,AGAINST
nor: Socialist Left Party,SV vil styrke asylsøkeres rettssikkerhet.,Immigration,FAVOR
nor: Christian People’s Party,De er imidlertid en undergruppe av kategorien personer med innvandrerbakgrunn.,Integration,NONE
nor: Socialist Left Party,Norge er et flerkulturelt samfunn.,Integration,FAVOR
nor: Christian People’s Party,Alle mennesker har krav på å bli møtt med den samme respekt og fortjener individuell behandling.,Immigration,FAVOR
nor: Socialist Left Party,SV vil jobbe for at det samiske skriftspråket blir sikret en levedyktig utvikling.,Integration,FAVOR
nor: Liberal Party,Arbeidsinnvandreren skal kunne gis arbeids- og oppholdstillatelse i Norge som følge av at hun/han har arbeid.,Immigration,FAVOR
nor: Norwegian Labour Party,bedre rammebetingelsene for samiske kunstnere og kulturutøvere,Integration,FAVOR
nor: Christian People’s Party,En vellykket integrering er også avhengig av at innvandrere får en balansert forståelse av plikter og rettigheter i samfunnet.,Integration,FAVOR
nor: Norwegian Labour Party,". Vår utviklingspolitikk må derfor ses i sammenheng med den politikk Norge fører på andre områder, som handel, investering, innvandring og klimapolitikk",Immigration,FAVOR
nor: Christian People’s Party,"Den gode skole vektlegger lærelyst og mestring, og arbeider ut fra et bredt kompetansesyn og danningsmandat, i tråd med Unescos fire søyler for livslang læring: Elevene må lære å kunne, å gjøre, å være og å leve sammen.",Integration,FAVOR
nor: Progress Party,5.Føre en familiepolitikk som styrker  foreldrenes mulighet til å ta ansvar  for barn og ungdoms handlinger  gjennom oppdragelsen.,Integration,FAVOR
nor: Centre Party,"Tendenser til fremmedfrykt og rasismexe \""rasisme\"" i samfunnet må motvirkes på alle plan.",Integration,FAVOR
nor: Socialist Left Party,. Antallet kvoteflyktninger Norge mottar hvert år via UNHCR må økes fra dagens nivå.,Immigration,FAVOR
nor: Socialist Left Party,SV støtter rask tilbakesending av de som får avslag.,Immigration,AGAINST
nor: Norwegian Labour Party,at innvandrere informeres om rettigheter og plikter i norsk arbeidsliv og velferdssystem,Integration,AGAINST
nor: Christian People’s Party,"styrke asylbarnas stilling ved at barnevernet har omsorgen for også de enslige mindreårige flyktningene over 15 år,",Integration,FAVOR
nor: Conservative Party,Statsborgerskapet overleveres ved en seremoni når testen er bestått.,Integration,AGAINST
nor: Progress Party,gå kritisk gjennom offentlig støtte til or    ganisasjoner og foreninger hvor etnisk bakgrunn eller felles hjemland er kriterium for medlemskap,Integration,FAVOR
nor: Norwegian Labour Party,satse på forskning om eldres levekår og helseproblemer. Slik forskning må også omfatte eldre med innvandrerbakgrunn.,Integration,FAVOR
nor: Progress Party,"gjennom å stille krav til innvandrere om deltakelse i norskundervisning og/eller arbeidstrening som vilkår for å motta offentlige ytelser, som f.eks. sosialhjelp, vil kommunikasjonen mellom nordmenn og innvandrere, og mellom innvandrere fra ulike opprinnelsesland, sikres ved at norsk blir felles språk for alle",Integration,AGAINST
nor: Liberal Party,"Menneskers frie bevegelser over landegrenser er en grunnleggende liberal verdi, til beste for det enkelte menneske og for samfunnene.",Immigration,FAVOR
nor: Progress Party,"Det må ikke  innføres noen form for kvoteordninger i  arbeidslivet ved ansettelser, opptak til skoler eller ved tildeling av offentlige goder.",Integration,AGAINST
nor: Socialist Left Party,og sikre folk som flykter til Norge en rettferdig behandling av søknad om asyl basert på FNs høykommissær for flyktningers anbefalinger.,Immigration,FAVOR
nor: Christian People’s Party,"Det må i sterkere grad fokuseres på ressursene hvert individ representerer, i stedet for å problematisere en hel gruppe.",Integration,FAVOR
nor: Socialist Left Party,SV vil styrke antidiskrimineringslovverket og håndhevingen av dette.,Integration,FAVOR
nor: Socialist Left Party,. Norge må fortsette sitt sivile utviklingssamarbeid med afghanske myndigheter og med det afghanske sivilsamfunnet.,Immigration,FAVOR
nor: Socialist Left Party,Derfor går SV inn for å fjerne likestillingslovens unntaksadgang for indre forhold i trossamfunn.,Integration,FAVOR
nor: Norwegian Labour Party,arbeide for å skjerme barnefamilier og enslige kvinner på asylmottak,Immigration,FAVOR
nor: Norwegian Labour Party,asylsøkere,Immigration,FAVOR
nor: Liberal Party,Ved å åpne opp for arbeidsinnvandring vil man åpne en ærlig dør inn til Norge og samtidig hindre misbruk av asylinstituttet.,Immigration,FAVOR
nor: Norwegian Labour Party,. Samtidig er det avgjørende for oss at innbyggere som har annen religiøs eller livssynsmessig tilhørighet ikke skal bli diskriminert eller tilsidesatt av flertallet.,Integration,FAVOR
nor: Centre Party,". Det er en fordel for alle hvis færre føler seg tvunget til å reise på grunn av konflikt, krig og fattigdom",Immigration,AGAINST
nor: Liberal Party,Venstre vil derfor ha nødvendig opplæring i det norske språk og om det norske samfunn for alle med fast bosetting i Norge og som har mulighet til å delta i valg.,Integration,FAVOR
nor: Christian People’s Party,. Introduksjonsprogrammene må ha særlig fokus på integrering av kvinner og deres rolle som arbeidstakere og mødre for barn som vokser opp i spenningen mellom flere kulturer,Integration,FAVOR
nor: Progress Party,Det bør kunne kreves DNA-test for å bevise  familietilhørighet.,Immigration,AGAINST
nor: Progress Party,"Da det er et statlig ansvar å motta flyktninger,  mener Fremskrittspartiet at staten skal dekke  dokumenterte utgifter i inntil 7 år ved utplas-sering av flyktninger i kommunene.",Immigration,FAVOR
nor: Liberal Party,Evaluere utlendingsnemndas rolle og arbeidsform for å ivareta asyl -søkernes rettigheter på en bedre måte.,Immigration,FAVOR
nor: Progress Party,"at de som innvilges besk    yttelse gjennom asyl eller oppholdstillatelse på humanitært grunnlag, kun får midlertidig oppholds- og arbeidstillatelse, og følgelig at de må reise hjem når forholdene i hjemlandet er trygge",Immigration,AGAINST
nor: Christian People’s Party,"at behandlingstiden for asylsøknader skal kortes ned til maksimum 6 måneder, blant annet gjennom å styrke Utlendingsdirektoratet og Utlendingsnemnda.",Immigration,FAVOR
nor: Progress Party,Fremskrittspartiet forventer at både inn- vandrerforeldre og innvandrerbarn aktivt samarbeider med skolen for å nå dette målet.,Integration,FAVOR
nor: Christian People’s Party,Sammen med andre trossamfunn og organisasjoner spiller de en viktig rolle i lokalt samfunnsliv.,Integration,FAVOR
nor: Progress Party,Fremskrittspartiet ønsker lik behandling av nordmenn og innvandrere,Integration,FAVOR
nor: Christian People’s Party,I forhold til fagtermer betyr det en person som har fått asyl i Norge og som fyller kriteriene i flykningkonvenjonen.,Immigration,FAVOR
nor: Progress Party,". Dette omfatter flyktninger, asylsøkereog de som gis opphold av humanitære årsaker",Immigration,FAVOR
nor: Liberal Party,"Med en skole som daglig møter utfordringer i forhold til integrering av elever med bakgrunn fra andre kulturer, bør det derfor satses bevisst på integrering og rekruttering av lærere med fremmedspråklig bakgrunn.",Integration,FAVOR
nor: Christian People’s Party,KrF vil styrke rettighetene til papirløse innvandrere.,Immigration,FAVOR
nor: Christian People’s Party,"Stortinget, etter forslag fra Regjeringen, fastsetter en treårig kvote for hvor mange overføringsflyktninger som kan tas imot i Norge.",Immigration,NONE
nor: Norwegian Labour Party,ha gunstige finansieringsordninger for å dekke behovet for varig tilrettelagte arbeidsplasser,Integration,FAVOR
nor: Progress Party,. det er ikke akseptabelt at folk skal sitte i lukkede asylmottak i flere år mens de står i saksbehandlingskø hos Udi,Immigration,FAVOR
nor: Christian People’s Party,Rasisme og diskriminering må bekjempes på alle fronter.,Integration,FAVOR
nor: Centre Party,"Det skal derfor ikke gjøres inngrep i samiske bruksområder i strid med samisk selvråderett som urfolk, eller på en slik måte at samiske næringsveier og kultur blir svekket.",Integration,FAVOR
nor: Progress Party,. norge bør fremforhandle returavtaler med en lang rekke land,Immigration,AGAINST
nor: Centre Party,Bedre informasjonen om frivillig sektors betydning i introduksjonsprogrammet,Integration,FAVOR
nor: Christian People’s Party,likestille behandlingen av religiøse og politiske asylsøkere.,Immigration,FAVOR
nor: Liberal Party,"Den offentlige skolen er et samlingssted for alle elever uavhengig av tro, livssyn og kulturell bakgrunn.",Integration,FAVOR
nor: Norwegian Labour Party,vurdere å opprette et eget nasjonalt identitetssenter,Immigration,FAVOR
nor: Norwegian Labour Party,"målrette atferdsprogrammer brukt i barnevernet, slik at de bedre kan brukes i familier med innvandrerbakgrunn",Integration,FAVOR
nor: Conservative Party,"og tilbud om oppdatering av kompetanse for å sikre at utdanningen innvandrerne allerede har, kan brukes i norge.",Integration,FAVOR
nor: Liberal Party,Utvide introduksjonskurset for nyankomne,Integration,FAVOR
nor: Norwegian Labour Party,"Barneog ungdomsorganisasjonene har en unik mulighet for å bidra til mangfold i samfunnet og inkludering av alle, uansett bakgrunn",Integration,FAVOR
nor: Progress Party,"Det er viktig at barn med innvandrerbakgrunn  får et godt tilbud om norskopplæring, noe  som vil gjøre det lettere å bli integrert i det  norske samfunnet.",Integration,FAVOR
nor: Christian People’s Party,Flyktningproblemene kan ikke løses uten aktiv handling overfor disse utfordringene.,Immigration,NONE
nor: Norwegian Labour Party,". Alle skal ha de samme rettigheter, plikter og muligheter uavhengig av etnisk bakgrunn, kjønn, funksjonsevne, religion eller seksuell legning",Integration,FAVOR
nor: Norwegian Labour Party,. Derfor vil vi særskilt sikre minoriteters rettigheter.,Integration,FAVOR
nor: Norwegian Labour Party,"at såkalte ureturnerbare asylsøkere som samarbeider med norske myndigheter om hjemreise, ikke må fratas dagens støtte.",Immigration,FAVOR
nor: Centre Party,Utbygging av engelskspråklige tilbud i Norge vil være nødvendig for å gjøre det mulig for utenlandske studenter å ta deler av utdanningen her i landet.,Integration,FAVOR
nor: Norwegian Labour Party,. Arbeidsinnvandrere i Norge skal ha samme lønnsog arbeidsvilkår som norske arbeidstakere,Integration,FAVOR
nor: Centre Party,At vertskommunetilskuddet og integreringstilskuddet skal dekke kommunenes reelle utgifter,Integration,FAVOR
nor: Progress Party,6.At utenlandske terrorister og krigs-forbrytere under ingen omstendig-heter får innreisetillatelse eller oppholdstillatelse i Norge.,Immigration,AGAINST
nor: Norwegian Labour Party,sørge for at bedre ferdigheter i å lese og skrive er en del av arbeidsmarkedspolitikken.,Integration,FAVOR
nor: Liberal Party,"Venstre ønsker å innføre et kjærestevisum som gjør det mulig for nordmenn og utlendinger, som har oppholdt seg i Norge i mer enn 3 år, å få sin utenlandske kjæreste til Norge på et tidsbegrenset, ettårig visum.",Immigration,FAVOR
nor: Socialist Left Party,"SV vil skape bedre møteplasser mellom majoritets- og minoritetskulturer,",Integration,FAVOR
nor: Christian People’s Party,KrF mener at turer med de hvite bussene gir generell kunnskap om folkemord og utryddelse av befolkningsgrupper.,Integration,FAVOR
nor: Norwegian Labour Party,"For asylsøkere med endelig avslag som har muligheter til frivillig å reise, men som nekter å samarbeide, bør det vurderes bosetting i egnede mottak, samtidig som arbeidet med uttransportering må intensiveres.",Immigration,AGAINST
nor: Christian People’s Party,". Menneskeverdet er ukrenkelig og kan ikke være gjenstand for gradering ut fra alder, prestasjoner, kjønn, seksuell legning, bosted, hudfarge, tro eller livssyn.",Integration,FAVOR
nor: Socialist Left Party,". Det internasjonale samfunnet må sikre tilgang til humanitær hjelp,",Immigration,FAVOR
nor: Christian People’s Party,"God integrering betyr å skape dialog, respekt og forståelse mellom ulike grupper.",Integration,FAVOR
nor: Centre Party,"Senterpartiet vil ha et særlig fokus på å få folk i meningsfylt aktivitet de fem første årene de er i Norge, for å stimulere til sosial kontakt og utvikling",Integration,FAVOR
nor: Conservative Party,"kultur og språk er grunnlaget for identitet og tilhørighet, men også viktig for å forstå andres kultur og religion",Integration,FAVOR
nor: Liberal Party,"Assimilering representerer grunnleggende sett mangel på respekt for kulturelle ulikheter og verdisett,",Integration,FAVOR
nor: Progress Party,". alle utenlandske statsborgere som blir straffet med mer enn tre måneders ubetinget fengsel, bør utvises",Integration,AGAINST
nor: Liberal Party,"Gjennomgå opplæringstilbudet for dem som faller utenfor det  ordinære arbeidslivet, herunder rusavhengige og asylsøkere,  samt voksne som allerede er i arbeid.",Integration,FAVOR
nor: Socialist Left Party,"Innstrammingene i norsk asylpolitikk fra høsten 2008, som SV gikk imot, må derfor reverseres.",Immigration,FAVOR
nor: Progress Party,"Selv om de fleste innvandrere er lovlydige,  følger det store problemer i innvandringens  kjølvann, som alvorlig kriminalitet og  manglende samfunnstilpasning.",Integration,AGAINST
nor: Christian People’s Party,"at innvandrere som mottar sosialhjelp etter endt introduksjonsprogram, og som ikke kan dokumentere tilstrekkelige norskkunnskaper, må få delta på fortsatt norskopplæring.",Integration,FAVOR
nor: Socialist Left Party,SV vil foreslå påbud om offentlig påtale ved kjønnslemlestelse.,Integration,AGAINST
nor: Liberal Party,og arbeidskraft.,Immigration,FAVOR
nor: Centre Party,. Personer som ønsker å hente utenlandsk ektefelle må ha arbeidet eller tatt utdanning i minst fire år etter fylte 16 år.,Integration,AGAINST
nor: Progress Party,"Alle skal ha samme rettigheter og plikter i  forhold til fellesskapet i Norge, uavhengig  av etnisk bakgrunn.",Integration,FAVOR
nor: Socialist Left Party,"Offentlige kulturinstitusjoner, arkiver, bibliotek og museer skal ha tilbud som avspeiler den flerkulturelle virkeligheten.",Integration,FAVOR
nor: Socialist Left Party,Det er særlig viktig å sikre samisk kultur og språk også utenom de samiske kjerneområdene i Finnmark.,Integration,FAVOR
nor: Liberal Party,"Særlig har lesbiske, homofile, bifile og transpersoner  med innvandrerbakgrunn store utfordringer, og kan ofte ikke leve åpent med sin seksuelle orientering.",Integration,FAVOR
nor: Liberal Party,"Formålsparagrafene for offentlige samfunnsinstitusjoner, bl.a. skoler og barnehager, må endres slik at de er livssynsnøytrale og er inkluderende for alle uavhengig av tros- og livssyn.",Integration,FAVOR
nor: Socialist Left Party,Kvinner med minoritetsbakgrunn opplever ofte dobbel diskriminering.,Integration,FAVOR
nor: Centre Party,Nedsette en egen integreringskommisjon for å vurdere tiltak og fremme forslag til forbedringer av integrering.,Integration,FAVOR
nor: Norwegian Labour Party,"En annen viktig bærebjelke i den norske modellen, er at alle skal med",Integration,FAVOR
nor: Socialist Left Party,"SV vil styrke samisk kultur ved å bedre Sametingets muligheter til å drive en aktiv kulturpolitikk,",Integration,FAVOR
nor: Conservative Party,"e tablere forvaringsordninger for asylsøkere som begår kriminelle handlinger, inntil asylsøknaden er ferdigbehandlet.",Immigration,AGAINST
nor: Christian People’s Party,Rasisme og diskriminering er barrierer for deltakelse på viktige samfunnsområder for personer med minoritetsbakgrunn og må derfor bekjempes.,Integration,FAVOR
nor: Norwegian Labour Party,", og står for en human, rettferdig og konsekvent flyktningog asylpolitikk",Immigration,FAVOR
nor: Centre Party,"Disse rettighetene omfatter retten til å velge tro eller livssyn fritt, retten til å praktisere sitt livssyn og retten til å oppdra barn i tråd med egen overbevisning.",Integration,FAVOR
nor: Liberal Party,Det er et mål at så få som mulig oppholder seg ulovlig i Norge.,Immigration,AGAINST
nor: Socialist Left Party,Arbeidssøkere med slik bakgrunn har i mange tilfeller store problemer med å få arbeid som samsvarer med deres kvalifikasjoner.,Integration,FAVOR
nor: Christian People’s Party,Et flerkulturelt samfunn er en berikelse.,Integration,FAVOR
nor: Conservative Party,høyre vil styrke innsatsen for få flere innvandrere til å delta i arbeidslivet,Integration,FAVOR
nor: Socialist Left Party,"Bevaring og videreutvikling av samisk kultur bidrar til å fremme samiske rettigheter og likeverd, og til et verdifullt kulturelt og sosialt mangfold i Norge.",Integration,FAVOR
nor: Progress Party,Norge har en rekke  utenlandske borgere som i dag soner dommer i Norge.,Integration,AGAINST
nor: Liberal Party,"Dette gjelder alle kvinner, uavhengig av tro og kulturell bakgrunn.",Integration,FAVOR
nor: Centre Party,"at enslige mindreårige flyktninger automatisk skal være et ansvar for barnevernet og ikke utlendingsmyndighetene,",Immigration,FAVOR
nor: Socialist Left Party,SV ser positivt på arbeidsinnvandring,Immigration,FAVOR
nor: Centre Party,"Det må være en klar forutsetning at norske lønns- og arbeidsvilkår skal gjelde, slik at en unngår sosial dumping.",Immigration,FAVOR
nor: Norwegian Labour Party,at asylsøkere som har fått endelig avslag må samarbeide med norske myndigheter.,Immigration,AGAINST
nor: Progress Party,. Utvisning alene er imidlertid ikke nok for å forebygge kriminalitet,Integration,AGAINST
nor: Centre Party,Sikre en god oppfølging av enslige mindreårige asylsøkere.,Integration,FAVOR
nor: Progress Party,innfør    e språk- og kunnskapstest som voksne familieinnvandrere må bestå i hjemlandet før de kan få opphold i Norge,Integration,AGAINST
nor: Liberal Party,Transitt-opphold i utlandet bør ikke være til hinder for søknad om asyl i Norge.,Immigration,FAVOR
nor: Centre Party,Bruke næringslivet som aktiv partnar i Nav gjennom nærvær.,Integration,FAVOR
nor: Centre Party,"tilføre kommunene de ressursene som trengs for å gi asylsøkere og flyktningerxe \""flyktninger\"" et tilfredsstillende tilbud om bolig, skole og arbeid.",Integration,FAVOR
nor: Conservative Party,"s tille seg kritisk til innføringen av nye lover som øker adgangen til, eller omfanget av, overvåkning i samfunnet.",Integration,FAVOR
nor: Progress Party,"Lik offentlig behandling av alle, der alle  særytelser for innvandrere fjernes, vil fore-bygge motsetninger mellom nordmenn og  innvandrere.",Integration,FAVOR
nor: Christian People’s Party,at det i introduksjonsprogrammet skal utvises skjønn med tanke på bytte av bostedskommune når det av helsemessige eller praktiske årsaker kan være nødvendig.,Integration,FAVOR
nor: Centre Party,". Senterpartiet ønsker en klar praksis slik at man ikke gjennom uklare signaler bidrar til økt tilstrømning av folk som ikke har grunnlag for beskyttelse, og dermed ikke får opphold",Immigration,AGAINST
nor: Christian People’s Party,Asylsøker: Person som ber myndighetene om beskyttelse og anerkjennelse som flyktning.,Immigration,NONE
nor: Christian People’s Party,Mange av flyktningene som kommer til Norge har vært gjennom store lidelser og psykiske påkjenninger.,Integration,NONE
nor: Liberal Party,"Utenlandske ﬁrmaer som konkurrerer om oppdrag på det norske markedet med utenlandsk arbeidskraft, følger sitt eget lands ansettelsesregler og lønnsnivå.",Integration,FAVOR
nor: Socialist Left Party,"SV vil legge press på Israel og være pådriver i kampen mot apartheidmuren på den okkuperte Vestbredden, i henhold til uttalelsen til den internasjonale domstolen i Haag.",Immigration,FAVOR
nor: Liberal Party,"Det er derfor viktig at forholdene legges til rette for at ulike minoriteter får uttrykt sine kulturer,",Integration,FAVOR
nor: Socialist Left Party,Norske myndigheter har ansvar for å bevise at det er trygt å sende asylsøkere med endelig avslag tilbake til hjemlandet.,Immigration,FAVOR
nor: Norwegian Labour Party,"For å sikre at norske lønns- og arbeidsvilkår overholdes ved arbeid i Norge, vil vi ta initiativ til en bred vurdering av om lovverk og virkemidler knyttet til utstasjonering av arbeidstakere, allmenngjøring av tariffavtaler, håndheving og kontroll er hensiktsmessig utformet.",Integration,FAVOR
nor: Christian People’s Party,fortsette kampen mot tvangsekteskap i dialog med minoritetsmiljøene.,Integration,FAVOR
nor: Socialist Left Party,"Det er viktig at kvinner som søker asyl blir møtt av myndighetspersoner med nødvendig kompetanse, blant annet om seksualiserte overgrep, for å sikre at deres rettigheter blir ivaretatt.",Immigration,FAVOR
nor: Progress Party,"Asylinstituttet er et meget viktig verktøy for  å gi beskyttelse til mennesker som er reelt  truet, og må ikke misbrukes i noen form.",Immigration,AGAINST
nor: Socialist Left Party,SV vil derfor arbeide for å legge til rette for spesielle arbeidsmarkedstiltak rettet mot kvinner med minoritetsbakgrunn.,Integration,FAVOR
nor: Socialist Left Party,systematisk antidiskrimineringsarbeid,Integration,FAVOR
nor: Centre Party,". Alle skal ha likeverdige høve uavhengig av kjønn, alder, seksuell orientering, funksjonsnivå, sivilstand, buplass, livssyn og etnisk tilhøyrsel",Integration,FAVOR
nor: Christian People’s Party,"Det er behov for sterkere fokus på vanskeligstilte minoritetsgrupper, spesielt kvinner.",Integration,FAVOR
nor: Progress Party,at mottak og bosetting a    v flyktninger må avgjøres av den enkelte kommune selv og ikke kunne pålegges av statlige myndigheter,Immigration,AGAINST
nor: Socialist Left Party,. Også innvandring vil være nødvendig for å dekke behovet for arbeidskraft i framtiden,Immigration,FAVOR
nor: Liberal Party,Forutsetningen for et ﬂerkulturelt samfunn er en felles respekt for vedtatte lover og sentrale verdier.,Integration,AGAINST
nor: Christian People’s Party,"Antisemittismen har økt, også i Norge.",Integration,AGAINST
nor: Progress Party,20.Norge bør vurdere et eget ID-register  for asylsøkere og flyktninger for å  forhindre at personer oppretter flere identiteter.,Immigration,AGAINST
nor: Norwegian Labour Party,". Alle mennesker er unike, uerstattelige og like mye verdt",Integration,FAVOR
nor: Liberal Party,. Kronikere og fravær ved barns sykdom skal i så tilfelle  skjermes.,Integration,FAVOR
nor: Liberal Party,Venstre mener det skal være legitimt å komme til Norge og søke arbeid og forsøke å skape seg en bedre framtid.,Immigration,FAVOR
nor: Centre Party,"ha en egen antidiskrimineringxe \""antidiskriminering\""slov i forhold til kjønn, etnisk tilhørighet, funksjonshemming, legning og alder.",Integration,FAVOR
nor: Norwegian Labour Party,"gjeninnføre rett til norskopplæring for asylsøkere som venter på å få behandlet sine søknader, unntatt for åpenbart grunnløse asylsøknader.",Immigration,FAVOR
nor: Norwegian Labour Party,En aktiv arbeidsmarkedspolitikk er også nødvendig for å bekjempe den svært høye arbeidsledigheten blant innvandrere.,Integration,FAVOR
nor: Socialist Left Party,og tilrettelegge for at de får de samme muligheter som andre barn som vokser opp i Norge.,Integration,FAVOR
nor: Progress Party,. i kommuner i forvaltningsområdet for samisk språk bør imidlertid samisk tilbys som valgfritt sidemål,Integration,FAVOR
nor: Centre Party,legge til rette for raskere bosetting etter at oppholds- og arbeidstillatelse er innvilget.,Integration,FAVOR
nor: Socialist Left Party,". Gode kunnskaper i eget språk gjør det enklere å lære norsk, og er en styrke for den videre læringen",Integration,FAVOR
nor: Liberal Party,Det er samfunnets ansvar å gi alle borgere mulighet og frihet til å ta ansvar og forme sin egen framtid.,Integration,FAVOR
nor: Centre Party,I bygginga av gode lokalsamfunn og nærmiljø er det ikke forskjell på satsing i by og land,Integration,FAVOR
nor: Progress Party,"Fremskrittspartiet går inn for en integre-ringspolitikk der det legges vekt på at de  reglene, normene og verdiene som skal  være felles for hele befolkningen, må gå  foran hensynet til ønsker hos enkeltgrupper.",Integration,FAVOR
nor: Socialist Left Party,. Arbeidsløse må også få muligheten til etter– og videreutdanning,Integration,FAVOR
nor: Christian People’s Party,Arbeidsledigheten er høyere blant innvandrere enn hos etniske nordmenn.,Integration,AGAINST
